,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions,promotion_name,sales_country,media_type,cost,id,store_id,customer_id,product_id
8209,6.96,2.8536,4,Price Savers,USA,Cash Register Handout,128.2,12684,s73,c425,prod8065
8210,5.22,2.4534,3,High Roller Savings,USA,TV,72.61,12719,s100,c501,prod8065
8211,5.22,2.349,3,Double Your Savings,USA,Street Handout,122.16,12749,s110,c559,prod8065
8212,5.22,2.2446,3,Save-It Sale,USA,In-Store Coupon,52.42,12754,s110,c567,prod8065
8213,5.22,2.5578,3,I Cant Believe It Sale,USA,Product Attachment,69.47,12537,s0,c770,prod8065
8214,5.22,1.8792,3,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,12587,s18,c878,prod8065
8215,8.7,4.176,5,Save-It Sale,USA,Daily Paper,81.79,12685,s73,c1062,prod8065
8216,5.22,1.8792,3,Big Promo,USA,Sunday Paper,51.12,12591,s18,c2067,prod8065
8217,3.48,1.3224,2,Price Savers,USA,"Sunday Paper, Radio",111.7,12594,s18,c2097,prod8065
8218,5.22,1.6182,3,Sales Days,USA,Bulk Mail,116.74,12634,s58,c2513,prod8065
8219,3.48,1.6704,2,Sales Days,USA,Bulk Mail,116.74,12647,s58,c2693,prod8065
8220,6.96,2.9928,4,Green Light Days,USA,Street Handout,133.42,12651,s58,c2738,prod8065
8221,6.96,2.7144,4,Best Savings,USA,"Daily Paper, Radio, TV",53.82,12681,s73,c2890,prod8065
8222,5.22,2.088,3,Save-It Sale,USA,Daily Paper,81.79,12677,s73,c2960,prod8065
8223,6.96,2.436,4,High Roller Savings,USA,Daily Paper,101.84,12692,s73,c3123,prod8065
8224,5.22,1.9836,3,Shelf Clearing Days,USA,"Daily Paper, Radio",76.41,12720,s100,c3508,prod8065
8225,5.22,2.2446,3,Big Time Discounts,USA,In-Store Coupon,145.6,12721,s100,c3511,prod8065
8226,3.48,1.1484,2,Super Wallet Savers,USA,Cash Register Handout,140.19,12732,s100,c3606,prod8065
8227,5.22,2.1402,3,Big Time Discounts,USA,Product Attachment,109.93,12748,s100,c3894,prod8065
8228,5.22,1.7226,3,Dollar Cutters,USA,TV,66.18,12874,s113,c4195,prod8065
8229,1.74,0.6612,1,Dimes Off,USA,In-Store Coupon,101.65,12911,s126,c4236,prod8065
8230,3.48,1.6008,2,Big Time Savings,USA,In-Store Coupon,135.8,12619,s40,c5849,prod8065
8231,6.96,2.5056,4,Save-It Sale,USA,Daily Paper,81.79,12691,s73,c6089,prod8065
8232,5.22,2.1924,3,Price Destroyers,USA,Radio,112.49,12745,s100,c7505,prod8065
8233,5.22,2.5578,3,Saving Days,USA,Product Attachment,83.26,12670,s73,c8206,prod8065
8234,5.64,2.3124,3,Big Time Savings,USA,Radio,53.45,12554,s0,c16,prod8066
8235,3.76,1.2032,2,Price Savers,USA,"Sunday Paper, Radio",80.29,12540,s0,c160,prod8066
8236,5.64,2.3124,3,One Day Sale,USA,"Daily Paper, Radio, TV",131.75,12547,s0,c184,prod8066
8237,7.52,3.3088,4,Super Duper Savers,USA,Daily Paper,91.0,12578,s18,c250,prod8066
8238,5.64,2.3688,3,Sales Days,USA,Bulk Mail,116.74,12648,s58,c379,prod8066
8239,7.52,3.1584,4,You Save Days,USA,Bulk Mail,131.81,12698,s82,c471,prod8066
8240,5.64,1.974,3,Green Light Days,USA,Street Handout,133.42,12650,s58,c686,prod8066
8241,7.52,3.0832,4,Cash Register Lottery,USA,In-Store Coupon,95.78,12541,s0,c813,prod8066
8242,5.64,2.7072,3,Sales Galore,USA,Product Attachment,149.08,12593,s18,c890,prod8066
8243,5.64,2.7636,3,Super Duper Savers,USA,Sunday Paper,69.65,12596,s18,c894,prod8066
8244,5.64,1.692,3,Go For It,USA,Street Handout,97.45,12656,s58,c1018,prod8066
8245,7.52,2.4816,4,Price Winners,USA,Cash Register Handout,95.21,12657,s58,c1020,prod8066
8246,5.64,1.8612,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,12530,s0,c1300,prod8066
8247,7.52,2.256,4,Save-It Sale,USA,Sunday Paper,139.37,12567,s18,c1829,prod8066
8248,5.64,2.7636,3,Two Day Sale,USA,Daily Paper,103.65,12569,s18,c1881,prod8066
8249,7.52,3.1584,4,Sales Galore,USA,Product Attachment,149.08,12590,s18,c2065,prod8066
8250,5.64,1.8048,3,Pick Your Savings,USA,Radio,147.17,12674,s73,c2917,prod8066
8251,5.64,1.9176,3,Price Cutters,USA,Product Attachment,129.2,12715,s82,c3462,prod8066
8252,5.64,1.9176,3,Saving Days,USA,"Daily Paper, Radio",118.36,12733,s100,c3638,prod8066
8253,3.76,1.3536,2,Go For It,USA,"Daily Paper, Radio",67.01,12741,s100,c3795,prod8066
8254,5.64,2.7072,3,Weekend Markdown,USA,Street Handout,117.4,12747,s100,c3889,prod8066
8255,3.76,1.7296,2,Money Savers,USA,"Sunday Paper, Radio, TV",82.61,12864,s113,c4011,prod8066
8256,3.76,1.692,2,Shelf Clearing Days,USA,Sunday Paper,106.1,12867,s113,c6459,prod8066
8257,5.64,2.7636,3,I Cant Believe It Sale,USA,Product Attachment,69.47,12531,s0,c8067,prod8066
8258,5.64,2.3124,3,Double Your Savings,USA,Radio,94.43,12599,s40,c8135,prod8066
8259,5.64,1.8612,3,Sales Galore,USA,"Daily Paper, Radio, TV",145.41,12609,s40,c8145,prod8066
8260,7.52,3.76,4,Price Savers,USA,Cash Register Handout,128.2,12673,s73,c8209,prod8066
8261,6.72,2.6208,4,Big Promo,USA,Sunday Paper,51.12,12584,s18,c33,prod8068
8262,5.04,2.2176,3,Green Light Days,USA,Street Handout,133.42,12639,s58,c65,prod8068
8263,6.72,2.8224,4,Super Duper Savers,USA,Cash Register Handout,129.5,12862,s113,c116,prod8068
8264,6.72,3.0912,4,Double Down Sale,USA,Radio,50.79,12534,s0,c144,prod8068
8265,8.4,3.528,5,Save-It Sale,USA,Radio,144.38,12550,s0,c186,prod8068
8266,3.36,1.2096,2,Double Down Sale,USA,Street Handout,59.19,12625,s40,c325,prod8068
8267,3.36,1.2432,2,Sales Days,USA,Bulk Mail,116.74,12637,s58,c354,prod8068
8268,5.04,2.1672,3,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,12532,s0,c629,prod8068
8269,5.04,2.2176,3,Price Destroyers,USA,"Daily Paper, Radio",62.26,12659,s58,c688,prod8068
8270,6.72,3.2256,4,Free For All,USA,Street Handout,55.18,12581,s18,c864,prod8068
8271,6.72,3.024,4,Big Promo,USA,Radio,98.52,12663,s58,c1031,prod8068
8272,5.04,1.6632,3,Go For It,USA,"Daily Paper, Radio",67.01,12731,s100,c1142,prod8068
8273,5.04,2.4192,3,Price Savers,USA,"Sunday Paper, Radio",80.29,12536,s0,c1389,prod8068
8274,5.04,1.9656,3,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,12552,s0,c1605,prod8068
8275,6.72,2.8224,4,Pick Your Savings,USA,In-Store Coupon,83.51,12630,s40,c2470,prod8068
8276,5.04,1.6128,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,12700,s82,c3281,prod8068
8277,5.04,1.6632,3,Sales Galore,USA,TV,106.16,12701,s82,c3281,prod8068
8278,3.36,1.1088,2,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,12702,s82,c3283,prod8068
8279,5.04,2.52,3,Price Savers,USA,Cash Register Handout,128.2,12705,s82,c3293,prod8068
8280,5.04,1.9656,3,Save-It Sale,USA,Daily Paper,81.79,12712,s82,c3411,prod8068
8281,3.36,1.3104,2,You Save Days,USA,Bulk Mail,131.81,12703,s82,c3414,prod8068
8282,6.72,2.2176,4,Sales Days,USA,Daily Paper,62.71,12868,s113,c4039,prod8068
8283,3.36,1.1088,2,Price Cutters,USA,Cash Register Handout,145.52,12872,s113,c4161,prod8068
8284,5.04,1.5624,3,Price Savers,USA,"Sunday Paper, Radio",80.29,12542,s0,c5527,prod8068
8285,3.36,1.4448,2,Price Slashers,USA,Sunday Paper,67.2,12727,s100,c7403,prod8068
8286,5.04,2.1672,3,Shelf Clearing Days,USA,Radio,99.77,12622,s40,c8158,prod8068
8287,8.4,2.772,5,Price Slashers,USA,"Sunday Paper, Radio, TV",100.44,12629,s40,c8165,prod8068
8288,6.72,3.2256,4,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,12709,s82,c8245,prod8068
8289,10.65,4.7925,5,One Day Sale,USA,In-Store Coupon,93.07,12641,s58,c67,prod8080
8290,10.65,5.2185,5,Price Winners,USA,In-Store Coupon,94.63,12588,s18,c262,prod8080
8291,8.52,4.0044,4,Savings Galore,USA,Street Handout,138.53,12605,s40,c304,prod8080
8292,6.39,3.0672,3,Two Day Sale,USA,Radio,91.28,12628,s40,c333,prod8080
8293,6.39,2.0448,3,Wallet Savers,USA,"Sunday Paper, Radio, TV",79.95,12642,s58,c367,prod8080
8294,6.39,2.4921,3,Saving Days,USA,"Daily Paper, Radio",118.36,12735,s100,c527,prod8080
8295,4.26,1.491,2,Price Savers,USA,Product Attachment,62.27,12738,s100,c544,prod8080
8296,6.39,2.1726,3,Save-It Sale,USA,Sunday Paper,139.37,12580,s18,c659,prod8080
8297,6.39,3.0033,3,Go For It,USA,Street Handout,97.45,12658,s58,c1025,prod8080
8298,4.26,1.4058,2,Big Promo,USA,Radio,98.52,12661,s58,c1030,prod8080
8299,4.26,1.3206,2,Price Destroyers,USA,Radio,112.49,12737,s100,c1157,prod8080
8300,4.26,1.5762,2,I Cant Believe It Sale,USA,Product Attachment,69.47,12544,s0,c1525,prod8080
8301,8.52,3.4932,4,Super Duper Savers,USA,Sunday Paper,69.65,12577,s18,c1962,prod8080
8302,4.26,1.6188,2,Shelf Clearing Days,USA,"Sunday Paper, Radio, TV",101.96,12699,s82,c3279,prod8080
8303,4.26,2.0022,2,Coupon Spectacular,USA,Daily Paper,90.58,12752,s110,c3951,prod8080
8304,8.52,2.7264,4,Cash Register Lottery,USA,In-Store Coupon,95.78,12549,s0,c4892,prod8080
8305,8.52,3.7488,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12601,s40,c5799,prod8080
8306,4.26,1.3206,2,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12618,s40,c5849,prod8080
8307,4.26,1.3206,2,Sales Galore,USA,TV,106.16,12713,s82,c6243,prod8080
8308,4.26,1.5336,2,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12627,s40,c8163,prod8080
8309,2.13,0.852,1,Tip Top Savings,USA,Cash Register Handout,79.13,12753,s110,c8289,prod8080
8310,7.0,3.43,4,Save-It Sale,USA,Radio,144.38,12918,s0,c6,prod8310
8311,5.25,2.1525,3,Two for One,USA,"Daily Paper, Radio, TV",57.52,13040,s58,c71,prod8310
8312,5.25,2.0475,3,Double Down Sale,USA,TV,95.74,12955,s18,c205,prod8310
8313,5.25,2.31,3,High Roller Savings,USA,Daily Paper,101.84,13047,s73,c400,prod8310
8314,7.0,3.15,4,Save-It Sale,USA,"Daily Paper, Radio",64.84,13255,s113,c594,prod8310
8315,7.0,3.15,4,Price Destroyers,USA,"Sunday Paper, Radio",115.05,13262,s113,c609,prod8310
8316,3.5,1.61,2,Price Winners,USA,"Daily Paper, Radio",114.6,13039,s58,c688,prod8310
8317,5.25,2.1,3,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,13042,s58,c690,prod8310
8318,8.75,3.675,5,Price Savers,USA,"Sunday Paper, Radio",80.29,12922,s0,c744,prod8310
8319,5.25,2.3625,3,Three for One,USA,Product Attachment,122.47,12973,s18,c851,prod8310
8320,3.5,1.47,2,Pick Your Savings,USA,In-Store Coupon,83.51,13007,s40,c934,prod8310
8321,7.0,2.31,4,Price Savers,USA,In-Store Coupon,81.85,13123,s100,c1159,prod8310
8322,3.5,1.155,2,Cash Register Lottery,USA,In-Store Coupon,95.78,12948,s0,c1618,prod8310
8323,5.25,2.52,3,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,12967,s18,c1824,prod8310
8324,3.5,1.19,2,Super Duper Savers,USA,Daily Paper,91.0,12968,s18,c1829,prod8310
8325,3.5,1.715,2,Tip Top Savings,USA,Street Handout,142.58,12969,s18,c1841,prod8310
8326,8.75,3.85,5,You Save Days,USA,Bulk Mail,131.81,13101,s82,c3453,prod8310
8327,7.0,3.08,4,Big Time Discounts,USA,Product Attachment,109.93,13110,s100,c3513,prod8310
8328,7.0,2.1,4,Save-It Sale,USA,Daily Paper,81.79,13082,s82,c5228,prod8310
8329,7.0,2.59,4,Double Down Sale,USA,Radio,50.79,12927,s0,c5465,prod8310
8330,8.75,3.4125,5,Super Savers,USA,In-Store Coupon,134.66,12988,s40,c6898,prod8310
8331,5.25,2.5725,3,Two Day Sale,USA,Radio,91.28,13011,s40,c6977,prod8310
8332,7.0,2.52,4,Saving Days,USA,Product Attachment,83.26,13045,s73,c8437,prod8310
8333,3.88,1.6296,4,Bag Stuffers,USA,"Daily Paper, Radio",126.62,12921,s0,c2,prod8311
8334,2.91,1.0185,3,Weekend Markdown,USA,In-Store Coupon,73.05,12980,s18,c34,prod8311
8335,3.88,1.552,4,Price Savers,USA,"Sunday Paper, Radio",111.7,12981,s18,c35,prod8311
8336,3.88,1.552,4,Go For It,USA,"Daily Paper, Radio, TV",100.55,13044,s58,c72,prod8311
8337,3.88,1.2804,4,Big Time Savings,USA,Daily Paper,77.32,13100,s82,c99,prod8311
8338,2.91,0.9603,3,Super Wallet Savers,USA,"Daily Paper, Radio",109.14,13257,s113,c123,prod8311
8339,4.85,1.6005,5,Price Cutters,USA,Product Attachment,129.2,13074,s82,c452,prod8311
8340,3.88,1.2028,4,Free For All,USA,Radio,140.9,13264,s113,c612,prod8311
8341,2.91,1.3095,3,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,12919,s0,c794,prod8311
8342,1.94,0.8342,2,Two Day Sale,USA,Radio,91.28,12998,s40,c922,prod8311
8343,2.91,1.3386,3,Big Time Discounts,USA,In-Store Coupon,59.4,13034,s58,c1015,prod8311
8344,2.91,1.2222,3,You Save Days,USA,Bulk Mail,131.81,13056,s73,c1049,prod8311
8345,2.91,1.0767,3,Free For All,USA,Street Handout,55.18,12963,s18,c1768,prod8311
8346,3.88,1.3192,4,Two for One,USA,Daily Paper,68.97,13061,s73,c3025,prod8311
8347,2.91,0.873,3,Sales Galore,USA,Bulk Mail,96.55,13090,s82,c3355,prod8311
8348,2.91,1.0476,3,Big Time Discounts,USA,In-Store Coupon,145.6,13116,s100,c3671,prod8311
8349,0.97,0.4559,1,Coupon Spectacular,USA,Daily Paper,90.58,13137,s110,c3951,prod8311
8350,2.91,0.873,3,Big Promo,USA,Cash Register Handout,123.88,12989,s40,c4449,prod8311
8351,2.91,1.1058,3,Saving Days,USA,"Sunday Paper, Radio, TV",67.11,13089,s82,c4666,prod8311
8352,1.94,0.679,2,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,13077,s82,c5223,prod8311
8353,2.91,1.1349,3,High Roller Savings,USA,Daily Paper,101.84,13083,s82,c5229,prod8311
8354,1.94,0.9506,2,Price Savers,USA,"Sunday Paper, Radio",80.29,12941,s0,c8333,prod8311
8355,2.91,1.4259,3,Two Day Sale,USA,Radio,91.28,13001,s40,c8393,prod8311
8356,1.94,0.8342,2,Saving Days,USA,"Daily Paper, Radio",118.36,13119,s100,c8511,prod8311
8357,3.45,1.311,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,12920,s0,c2,prod8312
8358,4.6,2.024,4,Sales Galore,USA,Bulk Mail,142.45,13012,s40,c57,prod8312
8359,3.45,1.6215,3,Big Time Savings,USA,Daily Paper,77.32,13072,s82,c82,prod8312
8360,4.6,2.116,4,Big Promo,USA,Radio,98.52,13030,s58,c374,prod8312
8361,4.6,1.564,4,Two for One,USA,"Daily Paper, Radio, TV",57.52,13037,s58,c391,prod8312
8362,2.3,1.127,2,Big Time Discounts,USA,In-Store Coupon,59.4,13041,s58,c690,prod8312
8363,3.45,1.6215,3,Double Down Sale,USA,Daily Paper,55.96,13059,s73,c700,prod8312
8364,4.6,2.162,4,Super Duper Savers,USA,Daily Paper,100.91,13026,s58,c993,prod8312
8365,3.45,1.5525,3,Money Savers,USA,Cash Register Handout,53.01,13106,s100,c1119,prod8312
8366,3.45,1.4835,3,Price Savers,USA,"Sunday Paper, Radio",80.29,12930,s0,c1344,prod8312
8367,5.75,1.955,5,Cash Register Lottery,USA,"Daily Paper, Radio",59.86,12932,s0,c1354,prod8312
8368,3.45,1.656,3,Savings Galore,USA,Street Handout,138.53,13004,s40,c2305,prod8312
8369,3.45,1.518,3,Unbeatable Price Savers,USA,Bulk Mail,66.78,13005,s40,c2315,prod8312
8370,2.3,1.058,2,High Roller Savings,USA,Daily Paper,101.84,13060,s73,c3008,prod8312
8371,3.45,1.242,3,Double Down Sale,USA,Daily Paper,55.96,13094,s82,c3404,prod8312
8372,3.45,1.0695,3,One Day Sale,USA,"Daily Paper, Radio, TV",85.88,13096,s82,c3405,prod8312
8373,3.45,1.4835,3,Free For All,USA,Daily Paper,52.06,13108,s100,c3499,prod8312
8374,4.6,1.61,4,Weekend Markdown,USA,Daily Paper,140.57,13113,s100,c3598,prod8312
8375,3.45,1.6215,3,Saving Days,USA,"Daily Paper, Radio",118.36,13120,s100,c5304,prod8312
8376,3.45,1.035,3,Unbeatable Price Savers,USA,"Daily Paper, Radio, TV",137.77,13000,s40,c5816,prod8312
8377,3.45,1.104,3,Price Savers,USA,"Sunday Paper, Radio",111.7,12972,s18,c8364,prod8312
8378,3.45,1.6215,3,High Roller Savings,USA,Daily Paper,101.84,13085,s82,c8477,prod8312
8379,4.47,1.3857,3,Price Savers,USA,"Sunday Paper, Radio",111.7,12974,s18,c22,prod8315
8380,2.98,1.4602,2,Big Time Discounts,USA,In-Store Coupon,59.4,13028,s58,c69,prod8315
8381,5.96,1.788,4,Go For It,USA,Product Attachment,119.3,13112,s100,c102,prod8315
8382,2.98,0.9536,2,Cash Register Lottery,USA,"Daily Paper, Radio, TV",55.59,12940,s0,c175,prod8315
8383,4.47,1.6986,3,Saving Days,USA,Street Handout,67.31,12979,s18,c259,prod8315
8384,5.96,2.5032,4,Price Savers,USA,Cash Register Handout,128.2,13099,s82,c492,prod8315
8385,4.47,1.8774,3,Save-It Sale,USA,"Daily Paper, Radio, TV",89.37,13043,s58,c690,prod8315
8386,2.98,1.0132,2,Green Light Days,USA,Cash Register Handout,139.19,13132,s100,c727,prod8315
8387,2.98,1.4602,2,Weekend Markdown,USA,"Sunday Paper, Radio, TV",67.51,13299,s126,c1236,prod8315
8388,5.96,2.6224,4,Double Down Sale,USA,Radio,50.79,12944,s0,c1577,prod8315
8389,4.47,1.6986,3,Sale Winners,USA,In-Store Coupon,147.35,13048,s73,c2958,prod8315
8390,4.47,2.1009,3,Shelf Clearing Days,USA,"Sunday Paper, Radio, TV",101.96,13084,s82,c3283,prod8315
8391,4.47,2.0115,3,Two for One,USA,Daily Paper,68.97,13105,s82,c3485,prod8315
8392,4.47,1.4304,3,Shelf Clearing Days,USA,Sunday Paper,106.1,13251,s113,c4018,prod8315
8393,5.96,1.9668,4,Two Day Sale,USA,Radio,91.28,12992,s40,c5040,prod8315
8394,4.47,1.4751,3,Saving Days,USA,"Daily Paper, Radio",118.36,13121,s100,c5304,prod8315
8395,4.47,1.9221,3,Dollar Cutters,USA,TV,66.18,13252,s113,c5374,prod8315
8396,5.96,2.5628,4,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,12923,s0,c5451,prod8315
8397,4.47,1.8774,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,13002,s40,c5817,prod8315
8398,4.47,1.8774,3,Bye Bye Baby,USA,Radio,90.58,13003,s40,c5818,prod8315
8399,5.96,2.3244,4,Two Day Sale,USA,Radio,91.28,13018,s40,c7017,prod8315
8400,4.47,1.5198,3,Weekend Markdown,USA,Street Handout,53.37,13050,s73,c7156,prod8315
8401,4.47,1.4304,3,Price Cutters,USA,Product Attachment,129.2,13081,s82,c8473,prod8315
8402,5.96,2.5032,4,Big Promo,USA,"Sunday Paper, Radio, TV",117.04,13088,s82,c8480,prod8315
8403,2.98,1.341,2,Green Light Special,USA,Cash Register Handout,127.19,13298,s126,c8553,prod8315
8404,10.92,3.4944,3,Dollar Cutters,USA,"Sunday Paper, Radio",136.74,12977,s18,c30,prod8316
8405,10.92,4.914,3,Two Day Sale,USA,Daily Paper,103.65,12978,s18,c31,prod8316
8406,14.56,4.9504,4,Price Savers,USA,"Sunday Paper, Radio",80.29,12924,s0,c135,prod8316
8407,10.92,4.8048,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,12943,s0,c184,prod8316
8408,7.28,2.4752,2,Super Savers,USA,"Sunday Paper, Radio",64.99,13021,s58,c347,prod8316
8409,14.56,7.1344,4,You Save Days,USA,Bulk Mail,131.81,13053,s73,c406,prod8316
8410,14.56,5.6784,4,Three for One,USA,Sunday Paper,118.25,13249,s113,c578,prod8316
8411,14.56,4.5136,4,One Day Sale,USA,In-Store Coupon,93.07,13035,s58,c1017,prod8316
8412,14.56,5.6784,4,Sales Galore,USA,Product Attachment,149.08,12965,s18,c1812,prod8316
8413,7.28,3.4216,2,Unbeatable Price Savers,USA,Bulk Mail,66.78,12993,s40,c2207,prod8316
8414,14.56,5.824,4,Pick Your Savings,USA,In-Store Coupon,83.51,13008,s40,c2355,prod8316
8415,10.92,4.0404,3,Dollar Cutters,USA,Street Handout,131.46,13014,s40,c2428,prod8316
8416,10.92,4.6956,3,Price Cutters,USA,Cash Register Handout,145.52,13248,s113,c3993,prod8316
8417,10.92,5.0232,3,Sales Days,USA,Daily Paper,62.71,13258,s113,c4128,prod8316
8418,14.56,6.9888,4,Bye Bye Baby,USA,"Daily Paper, Radio, TV",58.16,13079,s82,c4648,prod8316
8419,10.92,4.0404,3,Free For All,USA,Product Attachment,143.83,12945,s0,c5572,prod8316
8420,7.28,2.912,2,Shelf Clearing Days,USA,Radio,99.77,12997,s40,c5799,prod8316
8421,10.92,4.914,3,Saving Days,USA,Product Attachment,83.26,13065,s73,c8457,prod8316
8422,5.7,2.166,3,Weekend Markdown,USA,In-Store Coupon,73.05,12960,s18,c24,prod8317
8423,9.5,3.705,5,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12986,s40,c286,prod8317
8424,5.7,2.28,3,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12990,s40,c294,prod8317
8425,7.6,2.736,4,Super Duper Savers,USA,Daily Paper,100.91,13029,s58,c373,prod8317
8426,3.8,1.444,2,Sales Days,USA,Bulk Mail,116.74,13031,s58,c379,prod8317
8427,3.8,1.254,2,Sales Galore,USA,Product Attachment,149.08,12954,s18,c818,prod8317
8428,7.6,2.964,4,Shelf Clearing Days,USA,Radio,99.77,12999,s40,c925,prod8317
8429,3.8,1.862,2,Dollar Days,USA,Sunday Paper,143.04,13054,s73,c1042,prod8317
8430,5.7,1.995,3,Save-It Sale,USA,Daily Paper,81.79,13064,s73,c1062,prod8317
8431,3.8,1.482,2,Save-It Sale,USA,"Daily Paper, Radio",64.84,13260,s113,c1219,prod8317
8432,5.7,1.824,3,Bag Stuffers,USA,"Daily Paper, Radio",126.62,12925,s0,c1286,prod8317
8433,5.7,2.451,3,Cash Register Lottery,USA,"Sunday Paper, Radio",123.61,12942,s0,c1558,prod8317
8434,3.8,1.368,2,Price Slashers,USA,"Sunday Paper, Radio, TV",54.11,12950,s0,c1641,prod8317
8435,7.6,2.28,4,Price Winners,USA,In-Store Coupon,94.63,12982,s18,c2067,prod8317
8436,3.8,1.292,2,Super Savers,USA,In-Store Coupon,134.66,13006,s40,c2341,prod8317
8437,5.7,2.166,3,Save-It Sale,USA,Daily Paper,81.79,13052,s73,c2908,prod8317
8438,5.7,2.565,3,Pick Your Savings,USA,Radio,147.17,13066,s73,c3057,prod8317
8439,3.8,1.368,2,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,13075,s82,c3216,prod8317
8440,5.7,2.28,3,You Save Days,USA,Bulk Mail,131.81,13080,s82,c3261,prod8317
8441,7.6,2.432,4,Green Light Days,USA,Cash Register Handout,139.19,13114,s100,c3655,prod8317
8442,5.7,2.622,3,Saving Days,USA,"Daily Paper, Radio",118.36,13131,s100,c3867,prod8317
8443,1.9,0.76,1,Fantastic Discounts,USA,"Daily Paper, Radio, TV",120.09,13133,s110,c3919,prod8317
8444,3.8,1.254,2,Free For All,USA,Product Attachment,143.83,12936,s0,c4914,prod8317
8445,5.7,2.223,3,High Roller Savings,USA,"Sunday Paper, Radio, TV",95.55,13078,s82,c5223,prod8317
8446,5.7,2.394,3,Saving Days,USA,"Daily Paper, Radio",118.36,13129,s100,c5330,prod8317
8447,5.7,2.109,3,Big Time Discounts,USA,In-Store Coupon,59.4,13032,s58,c7107,prod8317
8448,7.6,2.66,4,Big Time Discounts,USA,"Daily Paper, Radio, TV",146.41,13049,s73,c7156,prod8317
8449,7.6,3.192,4,Save-It Sale,USA,Daily Paper,81.79,13068,s73,c7232,prod8317
8450,5.7,2.508,3,Price Savers,USA,Cash Register Handout,128.2,13067,s73,c8013,prod8317
8451,7.6,2.66,4,Weekend Markdown,USA,"Daily Paper, Radio",69.63,12995,s40,c8387,prod8317
8452,9.5,3.325,5,Sale Winners,USA,Product Attachment,137.7,13117,s100,c8509,prod8317
8453,1.9,0.855,1,Sales Days,USA,In-Store Coupon,101.57,13138,s110,c8530,prod8317
8454,13.52,6.084,4,Two Day Sale,USA,Daily Paper,103.65,12970,s18,c27,prod8318
8455,10.14,4.056,3,Save-It Sale,USA,Radio,144.38,12947,s0,c189,prod8318
8456,13.52,4.5968,4,Super Duper Savers,USA,Sunday Paper,69.65,12961,s18,c212,prod8318
8457,10.14,3.549,3,Dollar Cutters,USA,"Sunday Paper, Radio, TV",135.5,13022,s58,c356,prod8318
8458,6.76,2.2984,2,Unbeatable Price Savers,USA,Daily Paper,94.69,13135,s110,c564,prod8318
8459,13.52,4.5968,4,Mystery Sale,USA,Bulk Mail,84.97,13254,s113,c592,prod8318
8460,10.14,4.4616,3,Shelf Clearing Days,USA,Sunday Paper,106.1,13256,s113,c604,prod8318
8461,3.38,1.183,1,Bag Stuffers,USA,"Daily Paper, Radio",117.93,13136,s110,c731,prod8318
8462,13.52,5.6784,4,Cash Register Lottery,USA,"Sunday Paper, Radio",123.61,12929,s0,c754,prod8318
8463,10.14,4.9686,3,Big Time Discounts,USA,In-Store Coupon,59.4,13020,s58,c971,prod8318
8464,13.52,5.2728,4,Bag Stuffers,USA,Product Attachment,82.62,12933,s0,c1364,prod8318
8465,13.52,5.9488,4,High Roller Savings,USA,"Daily Paper, Radio",84.16,12934,s0,c1388,prod8318
8466,10.14,4.3602,3,I Cant Believe It Sale,USA,Product Attachment,69.47,12937,s0,c1436,prod8318
8467,6.76,2.366,2,Unbeatable Price Savers,USA,Bulk Mail,66.78,12987,s40,c2171,prod8318
8468,13.52,4.5968,4,Double Down Sale,USA,Street Handout,59.19,13010,s40,c2378,prod8318
8469,10.14,4.2588,3,Price Destroyers,USA,"Daily Paper, Radio",62.26,13024,s58,c2641,prod8318
8470,6.76,2.6364,2,Price Savers,USA,Cash Register Handout,128.2,13071,s73,c3150,prod8318
