,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at_home_approx,avg_yearly_income,num_children_at_home,customer_id,location_id
960,S,M,0,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c1321,loc0
961,S,M,2,Partial College,Bronze,Professional,Y,1,$30K - $50K,0,c1324,loc0
962,S,F,2,Bachelors Degree,Golden,Professional,N,3,$90K - $110K,0,c1337,loc0
963,M,M,1,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,c1339,loc0
964,M,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,2,c1344,loc0
965,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,2,c1346,loc0
966,M,M,3,Partial High School,Silver,Skilled Manual,Y,2,$30K - $50K,3,c1349,loc0
967,S,M,4,High School Degree,Bronze,Professional,Y,2,$130K - $150K,0,c1354,loc0
968,S,F,0,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c1357,loc0
969,M,F,1,High School Degree,Bronze,Professional,N,4,$70K - $90K,0,c1362,loc0
970,M,F,5,Partial College,Golden,Professional,Y,1,$30K - $50K,2,c1364,loc0
971,S,M,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c1366,loc0
972,S,F,3,Partial High School,Silver,Professional,Y,2,$150K +,0,c1368,loc0
973,M,M,5,Bachelors Degree,Golden,Management,N,3,$50K - $70K,3,c1371,loc0
974,S,F,2,High School Degree,Silver,Skilled Manual,Y,3,$30K - $50K,0,c1372,loc0
975,M,M,0,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c1373,loc0
976,M,F,4,High School Degree,Bronze,Professional,Y,2,$90K - $110K,2,c1375,loc0
977,M,M,1,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c1379,loc0
978,M,F,4,Graduate Degree,Bronze,Professional,Y,2,$90K - $110K,2,c1384,loc0
979,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c1388,loc0
980,M,M,0,High School Degree,Normal,Skilled Manual,N,1,$10K - $30K,0,c1389,loc0
981,S,F,1,Partial College,Bronze,Manual,N,2,$50K - $70K,0,c1399,loc0
982,S,F,2,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c1403,loc0
983,S,M,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c1406,loc0
984,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,c1408,loc0
985,S,M,2,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,0,c1410,loc0
986,M,M,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,2,c1411,loc0
987,S,F,2,High School Degree,Bronze,Management,Y,3,$90K - $110K,0,c1421,loc0
988,S,F,4,Partial High School,Silver,Management,N,2,$70K - $90K,0,c1428,loc0
989,S,F,0,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c1429,loc0
990,M,F,3,Graduate Degree,Golden,Professional,N,3,$70K - $90K,3,c1430,loc0
991,S,M,0,High School Degree,Silver,Manual,N,3,$30K - $50K,0,c1432,loc0
992,S,M,3,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c1435,loc0
993,M,M,1,High School Degree,Normal,Professional,Y,2,$110K - $130K,1,c1436,loc0
994,S,M,4,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c1439,loc0
995,S,M,4,Partial High School,Silver,Manual,N,2,$30K - $50K,0,c1442,loc0
996,M,M,4,Bachelors Degree,Golden,Professional,Y,4,$50K - $70K,4,c1444,loc0
997,M,F,4,Graduate Degree,Bronze,Professional,Y,3,$130K - $150K,2,c1448,loc0
998,S,M,2,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c1457,loc0
999,M,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,4,c1464,loc0
1000,M,F,0,Bachelors Degree,Bronze,Management,Y,4,$70K - $90K,0,c1467,loc0
1001,M,M,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c1469,loc0
1002,M,M,4,Partial High School,Bronze,Management,N,3,$130K - $150K,1,c1473,loc0
1003,S,F,5,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c1476,loc0
1004,M,F,1,Partial High School,Bronze,Management,N,2,$90K - $110K,1,c1477,loc0
1005,S,F,1,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c1479,loc0
1006,M,M,5,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,1,c1481,loc0
1007,S,F,2,Partial College,Bronze,Manual,N,3,$50K - $70K,0,c1483,loc0
1008,S,M,0,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c1489,loc0
1009,S,F,1,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c1490,loc0
1010,M,F,4,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,1,c1492,loc0
1011,M,F,4,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,3,c1495,loc0
1012,M,M,0,High School Degree,Normal,Skilled Manual,Y,2,$10K - $30K,0,c1496,loc0
1013,S,F,4,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c1497,loc0
1014,M,F,4,High School Degree,Golden,Management,Y,3,$90K - $110K,4,c1499,loc0
1015,S,F,2,High School Degree,Bronze,Professional,N,3,$70K - $90K,0,c1507,loc0
1016,S,M,3,High School Degree,Normal,Manual,Y,3,$30K - $50K,0,c1508,loc0
1017,S,F,2,Bachelors Degree,Normal,Professional,Y,1,$50K - $70K,0,c1509,loc0
1018,M,M,0,High School Degree,Normal,Skilled Manual,Y,1,$10K - $30K,0,c1511,loc0
1019,S,M,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c1515,loc0
1020,M,M,2,Partial College,Silver,Skilled Manual,Y,2,$30K - $50K,1,c1516,loc0
1021,M,M,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,1,c1518,loc0
1022,M,M,3,Bachelors Degree,Golden,Professional,Y,3,$70K - $90K,3,c1520,loc0
1023,S,F,3,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c1523,loc0
1024,M,M,2,High School Degree,Normal,Manual,Y,1,$10K - $30K,1,c1525,loc0
1025,S,F,1,High School Degree,Silver,Manual,N,3,$50K - $70K,0,c1528,loc0
1026,M,F,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c1529,loc0
1027,S,M,4,Partial High School,Bronze,Skilled Manual,N,4,$50K - $70K,0,c1531,loc0
1028,S,M,2,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c1535,loc0
1029,S,F,1,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c1541,loc0
1030,S,M,4,Partial High School,Bronze,Professional,Y,3,$130K - $150K,0,c1543,loc0
1031,S,M,4,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c1544,loc0
1032,M,F,3,High School Degree,Bronze,Professional,Y,2,$130K - $150K,2,c1548,loc0
1033,S,F,4,Graduate Degree,Bronze,Professional,Y,2,$130K - $150K,0,c1550,loc0
1034,M,F,3,High School Degree,Silver,Management,Y,3,$90K - $110K,0,c1551,loc0
1035,S,F,1,Partial College,Bronze,Professional,Y,4,$130K - $150K,0,c1554,loc0
1036,M,F,5,Bachelors Degree,Silver,Professional,Y,2,$70K - $90K,4,c1557,loc0
1037,S,F,3,Partial High School,Bronze,Skilled Manual,N,0,$10K - $30K,0,c1558,loc0
1038,S,M,2,High School Degree,Bronze,Manual,Y,1,$30K - $50K,0,c1559,loc0
1039,S,F,3,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c1561,loc0
1040,S,M,4,High School Degree,Golden,Skilled Manual,N,3,$30K - $50K,0,c1570,loc0
1041,M,M,3,Bachelors Degree,Golden,Professional,N,4,$50K - $70K,3,c1573,loc0
1042,M,F,3,High School Degree,Golden,Skilled Manual,N,3,$30K - $50K,3,c1574,loc0
1043,S,F,2,Bachelors Degree,Silver,Management,Y,2,$90K - $110K,0,c1577,loc0
1044,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,c1579,loc0
1045,M,M,4,High School Degree,Normal,Skilled Manual,Y,4,$30K - $50K,3,c1581,loc0
1046,S,M,0,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,c1582,loc0
1047,M,M,4,Partial High School,Bronze,Manual,Y,4,$30K - $50K,1,c1583,loc0
1048,M,M,2,High School Degree,Normal,Manual,Y,1,$50K - $70K,2,c1585,loc0
1049,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c1586,loc0
1050,S,M,5,Graduate Degree,Bronze,Professional,Y,4,$50K - $70K,0,c1589,loc0
1051,M,M,4,High School Degree,Bronze,Management,N,3,$70K - $90K,2,c1590,loc0
1052,S,F,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,c1591,loc0
1053,S,F,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c1596,loc0
1054,S,F,1,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c1597,loc0
1055,S,F,4,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,0,c1600,loc0
1056,M,M,0,High School Degree,Silver,Manual,Y,1,$30K - $50K,0,c1602,loc0
1057,S,F,3,Partial High School,Normal,Skilled Manual,N,1,$10K - $30K,0,c1604,loc0
1058,S,F,2,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c1605,loc0
1059,S,M,1,Partial College,Bronze,Clerical,Y,2,$30K - $50K,0,c1607,loc0
1060,S,M,0,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c1616,loc0
1061,M,F,0,Partial College,Bronze,Management,Y,3,$30K - $50K,0,c1618,loc0
1062,M,M,2,High School Degree,Bronze,Manual,Y,2,$30K - $50K,1,c1619,loc0
1063,S,M,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c1621,loc0
1064,M,F,4,Partial High School,Golden,Skilled Manual,N,2,$30K - $50K,4,c1623,loc0
1065,S,F,1,High School Degree,Bronze,Professional,Y,2,$110K - $130K,0,c1624,loc0
1066,M,M,1,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,1,c1629,loc0
1067,S,F,1,Partial High School,Bronze,Skilled Manual,N,4,$50K - $70K,0,c1631,loc0
1068,S,F,1,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,c1636,loc0
1069,S,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c1639,loc0
1070,S,F,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c1640,loc0
1071,S,M,5,Partial High School,Bronze,Manual,N,4,$30K - $50K,0,c1641,loc0
1072,M,F,1,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c1643,loc0
1073,S,F,5,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c1645,loc0
1074,M,M,3,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,1,c1649,loc0
1075,S,F,3,Partial High School,Silver,Manual,Y,1,$50K - $70K,0,c1651,loc0
1076,S,F,4,Bachelors Degree,Normal,Management,N,3,$50K - $70K,0,c1652,loc0
1077,S,F,5,High School Degree,Bronze,Skilled Manual,N,1,$30K - $50K,0,c1653,loc0
1078,S,M,1,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,0,c1655,loc0
1079,M,M,4,High School Degree,Normal,Manual,Y,1,$10K - $30K,2,c1657,loc0
1080,S,F,0,Bachelors Degree,Bronze,Professional,Y,2,$70K - $90K,0,c1660,loc0
1081,M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,c1663,loc0
1082,M,F,3,Partial College,Golden,Professional,Y,3,$50K - $70K,3,c1666,loc18
1083,M,F,3,Partial College,Golden,Professional,Y,3,$150K +,3,c1667,loc18
1084,M,F,4,High School Degree,Bronze,Professional,Y,1,$110K - $130K,1,c1668,loc18
1085,S,M,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c1675,loc18
1086,M,F,5,Graduate Degree,Golden,Management,Y,3,$70K - $90K,4,c1679,loc18
1087,S,M,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c1681,loc18
1088,S,F,0,Partial High School,Bronze,Management,Y,3,$90K - $110K,0,c1695,loc18
1089,S,F,2,High School Degree,Bronze,Skilled Manual,N,2,$50K - $70K,0,c1697,loc18
1090,S,M,0,Partial College,Bronze,Manual,N,3,$30K - $50K,0,c1699,loc18
1091,M,M,4,High School Degree,Normal,Manual,Y,3,$30K - $50K,1,c1701,loc18
1092,S,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c1702,loc18
1093,S,F,3,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c1708,loc18
1094,S,M,3,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c1718,loc18
1095,S,M,3,Graduate Degree,Bronze,Professional,N,3,$70K - $90K,0,c1727,loc18
1096,M,M,5,Bachelors Degree,Bronze,Management,N,2,$30K - $50K,2,c1729,loc18
1097,M,F,1,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,1,c1731,loc18
1098,M,M,1,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,0,c1737,loc18
1099,M,M,4,High School Degree,Bronze,Manual,N,4,$30K - $50K,2,c1739,loc18
1100,S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0,c1742,loc18
1101,M,M,3,High School Degree,Golden,Skilled Manual,N,2,$30K - $50K,3,c1746,loc18
1102,M,F,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,0,c1757,loc18
1103,M,M,2,Bachelors Degree,Silver,Professional,Y,2,$50K - $70K,1,c1760,loc18
1104,M,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,4,c1762,loc18
1105,M,F,1,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c1765,loc18
1106,S,M,2,High School Degree,Bronze,Professional,Y,1,$130K - $150K,0,c1768,loc18
1107,S,M,1,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c1776,loc18
1108,S,M,5,High School Degree,Bronze,Skilled Manual,N,4,$30K - $50K,0,c1777,loc18
1109,S,M,3,High School Degree,Golden,Manual,N,1,$10K - $30K,0,c1799,loc18
1110,S,M,2,Partial High School,Silver,Professional,Y,4,$130K - $150K,0,c1803,loc18
1111,M,F,0,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,0,c1807,loc18
1112,S,F,4,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c1811,loc18
1113,M,M,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,c1812,loc18
1114,M,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3,c1817,loc18
1115,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,c1818,loc18
1116,S,M,4,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,c1820,loc18
1117,S,F,3,Bachelors Degree,Normal,Professional,N,2,$10K - $30K,0,c1824,loc18
1118,S,M,4,High School Degree,Bronze,Professional,N,2,$130K - $150K,0,c1827,loc18
1119,S,F,2,Partial High School,Bronze,Skilled Manual,N,2,$30K - $50K,0,c1829,loc18
1120,S,F,4,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c1834,loc18
1121,M,M,2,Bachelors Degree,Bronze,Professional,N,1,$30K - $50K,0,c1836,loc18
1122,M,M,3,High School Degree,Bronze,Manual,Y,4,$30K - $50K,3,c1841,loc18
1123,M,F,5,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,5,c1844,loc18
1124,S,F,2,Partial High School,Bronze,Skilled Manual,N,4,$30K - $50K,0,c1850,loc18
1125,S,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,c1852,loc18
1126,M,M,4,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,1,c1862,loc18
1127,S,M,2,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,c1868,loc18
1128,M,M,3,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,1,c1869,loc18
1129,S,M,2,Partial High School,Normal,Manual,Y,0,$10K - $30K,0,c1871,loc18
1130,S,F,5,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,c1872,loc18
1131,S,F,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c1875,loc18
1132,S,F,2,Partial College,Bronze,Management,Y,4,$30K - $50K,0,c1881,loc18
1133,M,M,0,Bachelors Degree,Bronze,Management,N,2,$50K - $70K,0,c1892,loc18
1134,M,M,1,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c1897,loc18
1135,M,F,5,Partial College,Golden,Clerical,Y,4,$30K - $50K,4,c1903,loc18
1136,S,F,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,c1905,loc18
1137,M,F,3,High School Degree,Golden,Manual,Y,3,$50K - $70K,3,c1906,loc18
1138,M,F,5,Partial High School,Normal,Manual,N,0,$10K - $30K,5,c1920,loc18
1139,S,M,1,Graduate Degree,Bronze,Management,Y,3,$90K - $110K,0,c1932,loc18
1140,M,M,1,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,0,c1936,loc18
1141,S,F,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,c1938,loc18
1142,S,M,4,High School Degree,Normal,Manual,N,2,$10K - $30K,0,c1946,loc18
1143,M,F,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,4,c1950,loc18
1144,M,F,5,Bachelors Degree,Golden,Professional,Y,3,$50K - $70K,5,c1957,loc18
1145,M,F,3,High School Degree,Golden,Manual,Y,3,$30K - $50K,3,c1960,loc18
1146,S,M,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,c1962,loc18
1147,S,M,2,Bachelors Degree,Normal,Professional,N,1,$70K - $90K,0,c1969,loc18
1148,S,M,3,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c1973,loc18
1149,S,M,0,Partial High School,Bronze,Manual,N,3,$30K - $50K,0,c1976,loc18
1150,S,M,3,Partial College,Bronze,Professional,Y,1,$130K - $150K,0,c1993,loc18
1151,M,M,2,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,2,c2011,loc18
1152,S,F,4,High School Degree,Normal,Management,Y,1,$130K - $150K,0,c2012,loc18
1153,M,F,4,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,0,c2013,loc18
1154,S,M,3,Partial High School,Bronze,Manual,N,1,$10K - $30K,0,c2014,loc18
1155,S,F,2,High School Degree,Golden,Skilled Manual,N,3,$50K - $70K,0,c2015,loc18
1156,M,M,0,High School Degree,Normal,Manual,Y,0,$10K - $30K,0,c2028,loc18
1157,M,M,5,Partial College,Bronze,Management,Y,3,$30K - $50K,3,c2036,loc18
1158,M,F,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,c2037,loc18
1159,M,F,0,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,c2049,loc18
1160,S,F,3,Partial High School,Golden,Skilled Manual,N,1,$10K - $30K,0,c2057,loc18
1161,S,M,0,High School Degree,Normal,Management,Y,2,$110K - $130K,0,c2060,loc18
1162,M,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,2,c2063,loc18
1163,S,F,4,Partial High School,Silver,Professional,Y,1,$110K - $130K,0,c2065,loc18
1164,S,M,1,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c2067,loc18
1165,S,F,1,High School Degree,Bronze,Manual,Y,2,$30K - $50K,0,c2071,loc18
1166,M,F,5,Bachelors Degree,Bronze,Professional,Y,4,$50K - $70K,0,c2095,loc18
1167,M,F,1,High School Degree,Bronze,Professional,Y,3,$130K - $150K,1,c2097,loc18
1168,M,F,4,Partial High School,Normal,Manual,Y,2,$10K - $30K,4,c2099,loc18
1169,M,F,2,Partial High School,Bronze,Manual,Y,1,$30K - $50K,2,c2101,loc18
1170,S,F,1,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,0,c2103,loc18
1171,M,F,1,Bachelors Degree,Bronze,Management,Y,3,$50K - $70K,1,c2106,loc18
1172,M,M,3,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,1,c2109,loc18
1173,M,M,5,Bachelors Degree,Silver,Management,Y,3,$50K - $70K,3,c2111,loc18
1174,M,F,5,High School Degree,Golden,Professional,Y,2,$150K +,2,c2116,loc18
1175,S,F,4,High School Degree,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c2124,loc40
1176,M,F,2,Partial High School,Bronze,Professional,Y,2,$130K - $150K,1,c2125,loc40
1177,M,M,5,Bachelors Degree,Silver,Professional,Y,4,$50K - $70K,0,c2126,loc40
1178,S,F,3,High School Degree,Silver,Manual,N,3,$30K - $50K,0,c2133,loc40
1179,M,M,2,Partial High School,Silver,Skilled Manual,Y,1,$50K - $70K,2,c2134,loc40
1180,M,M,4,Bachelors Degree,Bronze,Professional,N,3,$30K - $50K,0,c2135,loc40
1181,S,M,1,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,c2137,loc40
1182,S,M,5,Bachelors Degree,Bronze,Professional,N,1,$50K - $70K,0,c2138,loc40
1183,S,M,1,Bachelors Degree,Silver,Professional,Y,2,$70K - $90K,0,c2140,loc40
1184,M,M,1,High School Degree,Bronze,Skilled Manual,N,3,$30K - $50K,1,c2143,loc40
1185,M,M,2,High School Degree,Silver,Manual,N,4,$30K - $50K,2,c2146,loc40
1186,M,F,4,High School Degree,Golden,Skilled Manual,Y,4,$30K - $50K,4,c2147,loc40
1187,M,F,2,High School Degree,Golden,Management,Y,1,$110K - $130K,2,c2152,loc40
1188,S,M,1,Bachelors Degree,Bronze,Professional,N,1,$70K - $90K,0,c2154,loc40
1189,M,M,3,High School Degree,Golden,Professional,Y,2,$150K +,2,c2157,loc40
1190,M,F,0,High School Degree,Normal,Manual,Y,4,$30K - $50K,0,c2158,loc40
1191,M,M,2,High School Degree,Golden,Professional,N,3,$150K +,2,c2159,loc40
1192,M,M,1,Partial College,Bronze,Professional,Y,2,$30K - $50K,1,c2160,loc40
1193,M,F,2,Bachelors Degree,Normal,Professional,Y,1,$10K - $30K,1,c2161,loc40
1194,S,F,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c2163,loc40
1195,S,M,2,Bachelors Degree,Silver,Professional,N,2,$50K - $70K,0,c2164,loc40
1196,M,F,1,Bachelors Degree,Bronze,Management,Y,3,$110K - $130K,1,c2168,loc40
1197,M,F,1,High School Degree,Bronze,Manual,Y,1,$50K - $70K,1,c2171,loc40
1198,S,M,2,Partial High School,Bronze,Professional,Y,2,$90K - $110K,0,c2173,loc40
1199,S,F,3,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c2179,loc40
1200,M,F,1,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,1,c2180,loc40
1201,S,M,4,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,c2182,loc40
1202,S,F,1,Partial College,Bronze,Skilled Manual,N,3,$50K - $70K,0,c2184,loc40
1203,M,M,0,Partial College,Bronze,Professional,Y,3,$50K - $70K,0,c2185,loc40
1204,S,M,1,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,0,c2187,loc40
1205,M,F,3,Graduate Degree,Silver,Management,Y,2,$110K - $130K,0,c2190,loc40
1206,S,M,3,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,c2192,loc40
1207,M,F,3,Partial College,Bronze,Skilled Manual,Y,4,$50K - $70K,2,c2194,loc40
1208,S,M,5,High School Degree,Bronze,Manual,Y,4,$30K - $50K,0,c2195,loc40
1209,M,M,4,Graduate Degree,Silver,Management,Y,4,$70K - $90K,4,c2196,loc40
1210,M,M,4,Graduate Degree,Silver,Professional,Y,3,$70K - $90K,3,c2197,loc40
1211,S,M,1,High School Degree,Bronze,Manual,N,1,$30K - $50K,0,c2200,loc40
1212,S,M,1,Bachelors Degree,Normal,Professional,N,2,$10K - $30K,0,c2201,loc40
1213,M,M,4,Partial College,Bronze,Skilled Manual,N,1,$30K - $50K,2,c2203,loc40
1214,S,M,3,Graduate Degree,Bronze,Professional,Y,3,$70K - $90K,0,c2204,loc40
1215,S,F,5,High School Degree,Normal,Manual,N,1,$10K - $30K,0,c2207,loc40
1216,S,F,1,Bachelors Degree,Bronze,Management,N,3,$30K - $50K,0,c2210,loc40
1217,S,M,2,Bachelors Degree,Bronze,Professional,Y,2,$30K - $50K,0,c2211,loc40
1218,S,F,3,Partial High School,Bronze,Skilled Manual,Y,2,$30K - $50K,0,c2212,loc40
1219,S,F,5,High School Degree,Bronze,Manual,Y,3,$30K - $50K,0,c2213,loc40
1220,S,M,3,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c2214,loc40
1221,M,M,3,Partial High School,Silver,Skilled Manual,Y,1,$10K - $30K,3,c2215,loc40
1222,M,F,1,Partial High School,Bronze,Skilled Manual,Y,1,$10K - $30K,1,c2216,loc40
1223,S,M,4,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c2220,loc40
1224,M,M,0,Partial High School,Normal,Manual,N,1,$10K - $30K,0,c2222,loc40
1225,M,F,2,Bachelors Degree,Bronze,Professional,Y,3,$70K - $90K,1,c2224,loc40
1226,S,M,1,High School Degree,Bronze,Professional,Y,2,$110K - $130K,0,c2226,loc40
1227,M,M,5,Bachelors Degree,Normal,Management,N,3,$70K - $90K,5,c2228,loc40
1228,S,F,3,Partial High School,Normal,Manual,N,2,$10K - $30K,0,c2229,loc40
1229,S,M,0,Bachelors Degree,Bronze,Professional,N,4,$30K - $50K,0,c2233,loc40
1230,M,F,2,Bachelors Degree,Bronze,Professional,Y,4,$30K - $50K,2,c2235,loc40
1231,M,F,4,High School Degree,Golden,Skilled Manual,Y,3,$30K - $50K,3,c2240,loc40
1232,M,M,0,High School Degree,Bronze,Manual,Y,1,$30K - $50K,0,c2242,loc40
1233,M,M,4,Bachelors Degree,Silver,Professional,Y,3,$70K - $90K,3,c2245,loc40
1234,M,F,2,Partial College,Bronze,Skilled Manual,Y,1,$30K - $50K,2,c2246,loc40
1235,S,F,3,Bachelors Degree,Silver,Professional,Y,0,$10K - $30K,0,c2247,loc40
1236,S,F,3,Partial College,Silver,Clerical,N,4,$50K - $70K,0,c2248,loc40
1237,M,F,1,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,1,c2253,loc40
1238,S,F,3,Bachelors Degree,Bronze,Management,N,4,$50K - $70K,0,c2254,loc40
1239,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$50K - $70K,0,c2255,loc40
1240,M,F,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,c2256,loc40
1241,M,F,5,Bachelors Degree,Bronze,Professional,N,3,$50K - $70K,1,c2258,loc40
1242,M,M,3,Graduate Degree,Golden,Professional,Y,3,$130K - $150K,3,c2260,loc40
