"store_city","store_state","store_type","store_sales_in_millions"
"Victoria","BC","Mid-Size Grocery",3.28
"Bellingham","WA","Small Grocery",3.29
"Acapulco","Guerrero","Supermarket",3.3
"Bellingham","WA","Small Grocery",3.3
"Beverly Hills","CA","Gourmet Supermarket",3.3
"Bremerton","WA","Supermarket",3.3
"Camacho","Zacatecas","Gourmet Supermarket",3.3
"Guadalajara","Jalisco","Small Grocery",3.3
"Hidalgo","Zacatecas","Deluxe Supermarket",3.3
"Hidalgo","Zacatecas","Mid-Size Grocery",3.3
"Los Angeles","CA","Supermarket",3.3
"Merida","Yucatan","Deluxe Supermarket",3.3
"Mexico City","DF","Mid-Size Grocery",3.3
"Orizaba","Veracruz","Supermarket",3.3
"Portland","OR","Supermarket",3.3
"Salem","OR","Deluxe Supermarket",3.3
"San Francisco","CA","Small Grocery",3.3
"Seattle","WA","Supermarket",3.3
"Spokane","WA","Supermarket",3.3
"Tacoma","WA","Deluxe Supermarket",3.3
"Vancouver","BC","Deluxe Supermarket",3.3
"Victoria","BC","Mid-Size Grocery",3.3
"Acapulco","Guerrero","Supermarket",3.32
"Bellingham","WA","Small Grocery",3.32
"Beverly Hills","CA","Gourmet Supermarket",3.32
"Bremerton","WA","Supermarket",3.32
"Camacho","Zacatecas","Gourmet Supermarket",3.32
"Guadalajara","Jalisco","Small Grocery",3.32
"Hidalgo","Zacatecas","Deluxe Supermarket",3.32
"Hidalgo","Zacatecas","Mid-Size Grocery",3.32
"Los Angeles","CA","Supermarket",3.32
"Merida","Yucatan","Deluxe Supermarket",3.32
"Mexico City","DF","Mid-Size Grocery",3.32
"Orizaba","Veracruz","Supermarket",3.32
"Portland","OR","Supermarket",3.32
"Salem","OR","Deluxe Supermarket",3.32
"San Francisco","CA","Small Grocery",3.32
"Seattle","WA","Supermarket",3.32
"Spokane","WA","Supermarket",3.32
"Tacoma","WA","Deluxe Supermarket",3.32
"Vancouver","BC","Deluxe Supermarket",3.32
"Victoria","BC","Mid-Size Grocery",3.32
"Beverly Hills","CA","Gourmet Supermarket",3.33
"Bremerton","WA","Supermarket",3.33
"Camacho","Zacatecas","Gourmet Supermarket",3.33
"Guadalajara","Jalisco","Small Grocery",3.33
"Hidalgo","Zacatecas","Deluxe Supermarket",3.33
"Los Angeles","CA","Supermarket",3.33
"Merida","Yucatan","Deluxe Supermarket",3.33
"Mexico City","DF","Mid-Size Grocery",3.33
"Orizaba","Veracruz","Supermarket",3.33
"Portland","OR","Supermarket",3.33
"Salem","OR","Deluxe Supermarket",3.33
"San Francisco","CA","Small Grocery",3.33
"Seattle","WA","Supermarket",3.33
"Spokane","WA","Supermarket",3.33
"Tacoma","WA","Deluxe Supermarket",3.33
"Vancouver","BC","Deluxe Supermarket",3.33
"Bellingham","WA","Small Grocery",3.34
"Beverly Hills","CA","Gourmet Supermarket",3.34
"Bremerton","WA","Supermarket",3.34
"Camacho","Zacatecas","Gourmet Supermarket",3.34
"Guadalajara","Jalisco","Small Grocery",3.34
"Hidalgo","Zacatecas","Deluxe Supermarket",3.34
"Hidalgo","Zacatecas","Mid-Size Grocery",3.34
"Los Angeles","CA","Supermarket",3.34
"Merida","Yucatan","Deluxe Supermarket",3.34
"Mexico City","DF","Mid-Size Grocery",3.34
"Orizaba","Veracruz","Supermarket",3.34
"Portland","OR","Supermarket",3.34
"Salem","OR","Deluxe Supermarket",3.34
"San Francisco","CA","Small Grocery",3.34
"Seattle","WA","Supermarket",3.34
"Spokane","WA","Supermarket",3.34
"Tacoma","WA","Deluxe Supermarket",3.34
"Vancouver","BC","Deluxe Supermarket",3.34
"Victoria","BC","Mid-Size Grocery",3.34
"Hidalgo","Zacatecas","Deluxe Supermarket",3.35
"Los Angeles","CA","Supermarket",3.35
"Merida","Yucatan","Deluxe Supermarket",3.35
"Salem","OR","Deluxe Supermarket",3.35
"Spokane","WA","Supermarket",3.35
"Vancouver","BC","Deluxe Supermarket",3.35
"Acapulco","Guerrero","Supermarket",3.36
"Bellingham","WA","Small Grocery",3.36
"Beverly Hills","CA","Gourmet Supermarket",3.36
"Bremerton","WA","Supermarket",3.36
"Camacho","Zacatecas","Gourmet Supermarket",3.36
"Guadalajara","Jalisco","Small Grocery",3.36
"Hidalgo","Zacatecas","Deluxe Supermarket",3.36
"Hidalgo","Zacatecas","Mid-Size Grocery",3.36
"Los Angeles","CA","Supermarket",3.36
"Merida","Yucatan","Deluxe Supermarket",3.36
"Mexico City","DF","Mid-Size Grocery",3.36
"Orizaba","Veracruz","Supermarket",3.36
"Portland","OR","Supermarket",3.36
"Salem","OR","Deluxe Supermarket",3.36
"San Francisco","CA","Small Grocery",3.36
"Seattle","WA","Supermarket",3.36
"Spokane","WA","Supermarket",3.36
"Tacoma","WA","Deluxe Supermarket",3.36
"Vancouver","BC","Deluxe Supermarket",3.36
"Victoria","BC","Mid-Size Grocery",3.36
"Bellingham","WA","Small Grocery",3.38
"Beverly Hills","CA","Gourmet Supermarket",3.38
"Bremerton","WA","Supermarket",3.38
"Camacho","Zacatecas","Gourmet Supermarket",3.38
"Guadalajara","Jalisco","Small Grocery",3.38
"Hidalgo","Zacatecas","Deluxe Supermarket",3.38
"Merida","Yucatan","Deluxe Supermarket",3.38
"Orizaba","Veracruz","Supermarket",3.38
"Salem","OR","Deluxe Supermarket",3.38
"San Francisco","CA","Small Grocery",3.38
"Spokane","WA","Supermarket",3.38
"Tacoma","WA","Deluxe Supermarket",3.38
"Acapulco","Guerrero","Supermarket",3.39
"Bellingham","WA","Small Grocery",3.39
"Beverly Hills","CA","Gourmet Supermarket",3.39
"Bremerton","WA","Supermarket",3.39
"Camacho","Zacatecas","Gourmet Supermarket",3.39
"Hidalgo","Zacatecas","Deluxe Supermarket",3.39
"Los Angeles","CA","Supermarket",3.39
"Merida","Yucatan","Deluxe Supermarket",3.39
"Mexico City","DF","Mid-Size Grocery",3.39
"Orizaba","Veracruz","Supermarket",3.39
"Portland","OR","Supermarket",3.39
"Salem","OR","Deluxe Supermarket",3.39
"San Francisco","CA","Small Grocery",3.39
"Seattle","WA","Supermarket",3.39
"Spokane","WA","Supermarket",3.39
"Tacoma","WA","Deluxe Supermarket",3.39
"Vancouver","BC","Deluxe Supermarket",3.39
"Acapulco","Guerrero","Supermarket",3.4
"Bellingham","WA","Small Grocery",3.4
"Beverly Hills","CA","Gourmet Supermarket",3.4
"Bremerton","WA","Supermarket",3.4
"Camacho","Zacatecas","Gourmet Supermarket",3.4
"Hidalgo","Zacatecas","Deluxe Supermarket",3.4
"Los Angeles","CA","Supermarket",3.4
"Merida","Yucatan","Deluxe Supermarket",3.4
"Mexico City","DF","Mid-Size Grocery",3.4
"Orizaba","Veracruz","Supermarket",3.4
"Portland","OR","Supermarket",3.4
"Salem","OR","Deluxe Supermarket",3.4
"Seattle","WA","Supermarket",3.4
"Spokane","WA","Supermarket",3.4
"Tacoma","WA","Deluxe Supermarket",3.4
"Vancouver","BC","Deluxe Supermarket",3.4
"Acapulco","Guerrero","Supermarket",3.42
"Bellingham","WA","Small Grocery",3.42
"Beverly Hills","CA","Gourmet Supermarket",3.42
"Bremerton","WA","Supermarket",3.42
"Camacho","Zacatecas","Gourmet Supermarket",3.42
"Guadalajara","Jalisco","Small Grocery",3.42
"Hidalgo","Zacatecas","Deluxe Supermarket",3.42
"Hidalgo","Zacatecas","Mid-Size Grocery",3.42
"Los Angeles","CA","Supermarket",3.42
"Merida","Yucatan","Deluxe Supermarket",3.42
"Mexico City","DF","Mid-Size Grocery",3.42
"Orizaba","Veracruz","Supermarket",3.42
"Portland","OR","Supermarket",3.42
"Salem","OR","Deluxe Supermarket",3.42
"San Francisco","CA","Small Grocery",3.42
"Seattle","WA","Supermarket",3.42
"Spokane","WA","Supermarket",3.42
"Tacoma","WA","Deluxe Supermarket",3.42
"Vancouver","BC","Deluxe Supermarket",3.42
"Victoria","BC","Mid-Size Grocery",3.42
"Bellingham","WA","Small Grocery",3.43
"Guadalajara","Jalisco","Small Grocery",3.43
"San Francisco","CA","Small Grocery",3.43
"Acapulco","Guerrero","Supermarket",3.44
"Bellingham","WA","Small Grocery",3.44
"Beverly Hills","CA","Gourmet Supermarket",3.44
"Bremerton","WA","Supermarket",3.44
"Camacho","Zacatecas","Gourmet Supermarket",3.44
"Guadalajara","Jalisco","Small Grocery",3.44
"Hidalgo","Zacatecas","Deluxe Supermarket",3.44
"Hidalgo","Zacatecas","Mid-Size Grocery",3.44
"Los Angeles","CA","Supermarket",3.44
"Merida","Yucatan","Deluxe Supermarket",3.44
"Mexico City","DF","Mid-Size Grocery",3.44
"Orizaba","Veracruz","Supermarket",3.44
"Portland","OR","Supermarket",3.44
"Salem","OR","Deluxe Supermarket",3.44
"San Francisco","CA","Small Grocery",3.44
"Seattle","WA","Supermarket",3.44
"Spokane","WA","Supermarket",3.44
"Tacoma","WA","Deluxe Supermarket",3.44
"Vancouver","BC","Deluxe Supermarket",3.44
"Victoria","BC","Mid-Size Grocery",3.44
"Bellingham","WA","Small Grocery",3.45
"Beverly Hills","CA","Gourmet Supermarket",3.45
"Bremerton","WA","Supermarket",3.45
"Camacho","Zacatecas","Gourmet Supermarket",3.45
"Guadalajara","Jalisco","Small Grocery",3.45
"Hidalgo","Zacatecas","Deluxe Supermarket",3.45
"Hidalgo","Zacatecas","Mid-Size Grocery",3.45
"Los Angeles","CA","Supermarket",3.45
"Merida","Yucatan","Deluxe Supermarket",3.45
"Mexico City","DF","Mid-Size Grocery",3.45
"Orizaba","Veracruz","Supermarket",3.45
"Portland","OR","Supermarket",3.45
"Salem","OR","Deluxe Supermarket",3.45
"San Francisco","CA","Small Grocery",3.45
"Seattle","WA","Supermarket",3.45
"Spokane","WA","Supermarket",3.45
"Tacoma","WA","Deluxe Supermarket",3.45
"Vancouver","BC","Deluxe Supermarket",3.45
"Acapulco","Guerrero","Supermarket",3.46
"Bellingham","WA","Small Grocery",3.46
"Beverly Hills","CA","Gourmet Supermarket",3.46
"Bremerton","WA","Supermarket",3.46
"Camacho","Zacatecas","Gourmet Supermarket",3.46
"Guadalajara","Jalisco","Small Grocery",3.46
"Hidalgo","Zacatecas","Mid-Size Grocery",3.46
"Los Angeles","CA","Supermarket",3.46
"Merida","Yucatan","Deluxe Supermarket",3.46
"Mexico City","DF","Mid-Size Grocery",3.46
"Orizaba","Veracruz","Supermarket",3.46
"Portland","OR","Supermarket",3.46
"Salem","OR","Deluxe Supermarket",3.46
"San Francisco","CA","Small Grocery",3.46
"Seattle","WA","Supermarket",3.46
"Spokane","WA","Supermarket",3.46
"Tacoma","WA","Deluxe Supermarket",3.46
"Vancouver","BC","Deluxe Supermarket",3.46
"Victoria","BC","Mid-Size Grocery",3.46
"Acapulco","Guerrero","Supermarket",3.48
"Bellingham","WA","Small Grocery",3.48
"Beverly Hills","CA","Gourmet Supermarket",3.48
"Bremerton","WA","Supermarket",3.48
"Camacho","Zacatecas","Gourmet Supermarket",3.48
"Guadalajara","Jalisco","Small Grocery",3.48
"Hidalgo","Zacatecas","Deluxe Supermarket",3.48
"Los Angeles","CA","Supermarket",3.48
"Merida","Yucatan","Deluxe Supermarket",3.48
"Mexico City","DF","Mid-Size Grocery",3.48
"Orizaba","Veracruz","Supermarket",3.48
"Portland","OR","Supermarket",3.48
"Salem","OR","Deluxe Supermarket",3.48
"San Francisco","CA","Small Grocery",3.48
"Seattle","WA","Supermarket",3.48
"Spokane","WA","Supermarket",3.48
"Tacoma","WA","Deluxe Supermarket",3.48
"Vancouver","BC","Deluxe Supermarket",3.48
"Victoria","BC","Mid-Size Grocery",3.48
"Bellingham","WA","Small Grocery",3.49
"Acapulco","Guerrero","Supermarket",3.5
"Beverly Hills","CA","Gourmet Supermarket",3.5
"Bremerton","WA","Supermarket",3.5
"Camacho","Zacatecas","Gourmet Supermarket",3.5
"Guadalajara","Jalisco","Small Grocery",3.5
"Hidalgo","Zacatecas","Deluxe Supermarket",3.5
"Los Angeles","CA","Supermarket",3.5
"Merida","Yucatan","Deluxe Supermarket",3.5
"Orizaba","Veracruz","Supermarket",3.5
"Portland","OR","Supermarket",3.5
"Salem","OR","Deluxe Supermarket",3.5
"San Francisco","CA","Small Grocery",3.5
"Seattle","WA","Supermarket",3.5
"Spokane","WA","Supermarket",3.5
"Tacoma","WA","Deluxe Supermarket",3.5
"Vancouver","BC","Deluxe Supermarket",3.5
"Victoria","BC","Mid-Size Grocery",3.5
"Acapulco","Guerrero","Supermarket",3.51
"Bellingham","WA","Small Grocery",3.51
"Beverly Hills","CA","Gourmet Supermarket",3.51
"Bremerton","WA","Supermarket",3.51
"Camacho","Zacatecas","Gourmet Supermarket",3.51
"Hidalgo","Zacatecas","Deluxe Supermarket",3.51
"Los Angeles","CA","Supermarket",3.51
"Merida","Yucatan","Deluxe Supermarket",3.51
"Portland","OR","Supermarket",3.51
"Salem","OR","Deluxe Supermarket",3.51
"San Francisco","CA","Small Grocery",3.51
"Seattle","WA","Supermarket",3.51
"Spokane","WA","Supermarket",3.51
"Tacoma","WA","Deluxe Supermarket",3.51
"Vancouver","BC","Deluxe Supermarket",3.51
"Victoria","BC","Mid-Size Grocery",3.51
"Acapulco","Guerrero","Supermarket",3.52
"Bellingham","WA","Small Grocery",3.52
"Beverly Hills","CA","Gourmet Supermarket",3.52
"Bremerton","WA","Supermarket",3.52
"Camacho","Zacatecas","Gourmet Supermarket",3.52
"Guadalajara","Jalisco","Small Grocery",3.52
"Hidalgo","Zacatecas","Deluxe Supermarket",3.52
"Hidalgo","Zacatecas","Mid-Size Grocery",3.52
"Los Angeles","CA","Supermarket",3.52
"Merida","Yucatan","Deluxe Supermarket",3.52
"Mexico City","DF","Mid-Size Grocery",3.52
"Orizaba","Veracruz","Supermarket",3.52
"Portland","OR","Supermarket",3.52
"Salem","OR","Deluxe Supermarket",3.52
"San Francisco","CA","Small Grocery",3.52
"Seattle","WA","Supermarket",3.52
"Spokane","WA","Supermarket",3.52
"Tacoma","WA","Deluxe Supermarket",3.52
"Vancouver","BC","Deluxe Supermarket",3.52
"Acapulco","Guerrero","Supermarket",3.54
"Bellingham","WA","Small Grocery",3.54
"Beverly Hills","CA","Gourmet Supermarket",3.54
"Bremerton","WA","Supermarket",3.54
"Camacho","Zacatecas","Gourmet Supermarket",3.54
"Guadalajara","Jalisco","Small Grocery",3.54
"Hidalgo","Zacatecas","Deluxe Supermarket",3.54
"Hidalgo","Zacatecas","Mid-Size Grocery",3.54
"Los Angeles","CA","Supermarket",3.54
"Merida","Yucatan","Deluxe Supermarket",3.54
"Mexico City","DF","Mid-Size Grocery",3.54
"Orizaba","Veracruz","Supermarket",3.54
"Portland","OR","Supermarket",3.54
"Salem","OR","Deluxe Supermarket",3.54
"Seattle","WA","Supermarket",3.54
"Spokane","WA","Supermarket",3.54
"Tacoma","WA","Deluxe Supermarket",3.54
"Vancouver","BC","Deluxe Supermarket",3.54
"Bellingham","WA","Small Grocery",3.55
"Hidalgo","Zacatecas","Deluxe Supermarket",3.55
"Seattle","WA","Supermarket",3.55
"Spokane","WA","Supermarket",3.55
"Vancouver","BC","Deluxe Supermarket",3.55
"Acapulco","Guerrero","Supermarket",3.56
"Bellingham","WA","Small Grocery",3.56
"Beverly Hills","CA","Gourmet Supermarket",3.56
"Bremerton","WA","Supermarket",3.56
"Camacho","Zacatecas","Gourmet Supermarket",3.56
"Hidalgo","Zacatecas","Deluxe Supermarket",3.56
"Hidalgo","Zacatecas","Mid-Size Grocery",3.56
"Los Angeles","CA","Supermarket",3.56
"Merida","Yucatan","Deluxe Supermarket",3.56
"Mexico City","DF","Mid-Size Grocery",3.56
"Orizaba","Veracruz","Supermarket",3.56
"Portland","OR","Supermarket",3.56
"Salem","OR","Deluxe Supermarket",3.56
"San Francisco","CA","Small Grocery",3.56
"Seattle","WA","Supermarket",3.56
"Spokane","WA","Supermarket",3.56
"Tacoma","WA","Deluxe Supermarket",3.56
"Vancouver","BC","Deluxe Supermarket",3.56
"Beverly Hills","CA","Gourmet Supermarket",3.57
"Bremerton","WA","Supermarket",3.57
"Camacho","Zacatecas","Gourmet Supermarket",3.57
"Guadalajara","Jalisco","Small Grocery",3.57
"Hidalgo","Zacatecas","Deluxe Supermarket",3.57
"Los Angeles","CA","Supermarket",3.57
"Merida","Yucatan","Deluxe Supermarket",3.57
"Mexico City","DF","Mid-Size Grocery",3.57
"Orizaba","Veracruz","Supermarket",3.57
"Portland","OR","Supermarket",3.57
"Salem","OR","Deluxe Supermarket",3.57
"Seattle","WA","Supermarket",3.57
"Tacoma","WA","Deluxe Supermarket",3.57
"Vancouver","BC","Deluxe Supermarket",3.57
"Beverly Hills","CA","Gourmet Supermarket",3.58
"Bremerton","WA","Supermarket",3.58
"Camacho","Zacatecas","Gourmet Supermarket",3.58
"Hidalgo","Zacatecas","Deluxe Supermarket",3.58
"Hidalgo","Zacatecas","Mid-Size Grocery",3.58
"Los Angeles","CA","Supermarket",3.58
"Merida","Yucatan","Deluxe Supermarket",3.58
"Orizaba","Veracruz","Supermarket",3.58
"Portland","OR","Supermarket",3.58
"Salem","OR","Deluxe Supermarket",3.58
"San Francisco","CA","Small Grocery",3.58
"Seattle","WA","Supermarket",3.58
"Spokane","WA","Supermarket",3.58
"Tacoma","WA","Deluxe Supermarket",3.58
"Vancouver","BC","Deluxe Supermarket",3.58
"Bellingham","WA","Small Grocery",3.59
"Acapulco","Guerrero","Supermarket",3.6
"Bellingham","WA","Small Grocery",3.6
"Beverly Hills","CA","Gourmet Supermarket",3.6
"Bremerton","WA","Supermarket",3.6
"Camacho","Zacatecas","Gourmet Supermarket",3.6
"Guadalajara","Jalisco","Small Grocery",3.6
"Hidalgo","Zacatecas","Deluxe Supermarket",3.6
"Hidalgo","Zacatecas","Mid-Size Grocery",3.6
"Los Angeles","CA","Supermarket",3.6
"Merida","Yucatan","Deluxe Supermarket",3.6
"Mexico City","DF","Mid-Size Grocery",3.6
"Orizaba","Veracruz","Supermarket",3.6
"Portland","OR","Supermarket",3.6
"Salem","OR","Deluxe Supermarket",3.6
"San Francisco","CA","Small Grocery",3.6
"Seattle","WA","Supermarket",3.6
"Spokane","WA","Supermarket",3.6
"Tacoma","WA","Deluxe Supermarket",3.6
"Vancouver","BC","Deluxe Supermarket",3.6
"Victoria","BC","Mid-Size Grocery",3.6
"Guadalajara","Jalisco","Small Grocery",3.61
"San Francisco","CA","Small Grocery",3.61
"Acapulco","Guerrero","Supermarket",3.62
"Bellingham","WA","Small Grocery",3.62
"Beverly Hills","CA","Gourmet Supermarket",3.62
"Bremerton","WA","Supermarket",3.62
"Camacho","Zacatecas","Gourmet Supermarket",3.62
"Hidalgo","Zacatecas","Deluxe Supermarket",3.62
"Hidalgo","Zacatecas","Mid-Size Grocery",3.62
"Los Angeles","CA","Supermarket",3.62
"Merida","Yucatan","Deluxe Supermarket",3.62
"Mexico City","DF","Mid-Size Grocery",3.62
"Orizaba","Veracruz","Supermarket",3.62
"Portland","OR","Supermarket",3.62
"Salem","OR","Deluxe Supermarket",3.62
"San Francisco","CA","Small Grocery",3.62
"Seattle","WA","Supermarket",3.62
"Spokane","WA","Supermarket",3.62
"Tacoma","WA","Deluxe Supermarket",3.62
"Vancouver","BC","Deluxe Supermarket",3.62
"Victoria","BC","Mid-Size Grocery",3.62
"Acapulco","Guerrero","Supermarket",3.63
"Beverly Hills","CA","Gourmet Supermarket",3.63
"Bremerton","WA","Supermarket",3.63
"Hidalgo","Zacatecas","Deluxe Supermarket",3.63
"Hidalgo","Zacatecas","Mid-Size Grocery",3.63
"Los Angeles","CA","Supermarket",3.63
"Merida","Yucatan","Deluxe Supermarket",3.63
"Mexico City","DF","Mid-Size Grocery",3.63
"Orizaba","Veracruz","Supermarket",3.63
"Portland","OR","Supermarket",3.63
"Salem","OR","Deluxe Supermarket",3.63
"San Francisco","CA","Small Grocery",3.63
"Seattle","WA","Supermarket",3.63
"Spokane","WA","Supermarket",3.63
"Tacoma","WA","Deluxe Supermarket",3.63
"Victoria","BC","Mid-Size Grocery",3.63
"Acapulco","Guerrero","Supermarket",3.64
"Beverly Hills","CA","Gourmet Supermarket",3.64
"Bremerton","WA","Supermarket",3.64
"Camacho","Zacatecas","Gourmet Supermarket",3.64
"Guadalajara","Jalisco","Small Grocery",3.64
"Hidalgo","Zacatecas","Deluxe Supermarket",3.64
"Los Angeles","CA","Supermarket",3.64
"Merida","Yucatan","Deluxe Supermarket",3.64
"Mexico City","DF","Mid-Size Grocery",3.64
"Orizaba","Veracruz","Supermarket",3.64
"Portland","OR","Supermarket",3.64
"Salem","OR","Deluxe Supermarket",3.64
"Seattle","WA","Supermarket",3.64
"Spokane","WA","Supermarket",3.64
"Tacoma","WA","Deluxe Supermarket",3.64
"Vancouver","BC","Deluxe Supermarket",3.64
"Victoria","BC","Mid-Size Grocery",3.64
"Acapulco","Guerrero","Supermarket",3.65
"Beverly Hills","CA","Gourmet Supermarket",3.65
"Hidalgo","Zacatecas","Deluxe Supermarket",3.65
"Los Angeles","CA","Supermarket",3.65
"Mexico City","DF","Mid-Size Grocery",3.65
"Orizaba","Veracruz","Supermarket",3.65
"Portland","OR","Supermarket",3.65
"Seattle","WA","Supermarket",3.65
"Spokane","WA","Supermarket",3.65
"Tacoma","WA","Deluxe Supermarket",3.65
"Vancouver","BC","Deluxe Supermarket",3.65
"Acapulco","Guerrero","Supermarket",3.66
"Bellingham","WA","Small Grocery",3.66
"Beverly Hills","CA","Gourmet Supermarket",3.66
"Bremerton","WA","Supermarket",3.66
"Camacho","Zacatecas","Gourmet Supermarket",3.66
"Guadalajara","Jalisco","Small Grocery",3.66
"Hidalgo","Zacatecas","Deluxe Supermarket",3.66
"Hidalgo","Zacatecas","Mid-Size Grocery",3.66
"Los Angeles","CA","Supermarket",3.66
"Merida","Yucatan","Deluxe Supermarket",3.66
"Mexico City","DF","Mid-Size Grocery",3.66
"Orizaba","Veracruz","Supermarket",3.66
"Portland","OR","Supermarket",3.66
"Salem","OR","Deluxe Supermarket",3.66
"San Francisco","CA","Small Grocery",3.66
"Seattle","WA","Supermarket",3.66
"Spokane","WA","Supermarket",3.66
"Tacoma","WA","Deluxe Supermarket",3.66
"Vancouver","BC","Deluxe Supermarket",3.66
"Victoria","BC","Mid-Size Grocery",3.66
