promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions
Big Promo,Cash Register Handout,123.88,3.87,1.3932,3
Weekend Markdown,"Daily Paper, Radio",69.63,6.84,3.3516,4
Unbeatable Price Savers,Bulk Mail,66.78,4.88,2.0496,4
Savings Galore,Street Handout,138.53,2.88,1.2384,3
Super Savers,In-Store Coupon,134.66,6.54,2.2236,3
Price Slashers,Radio,76.98,5.16,2.4252,4
Big Time Savings,In-Store Coupon,135.8,6.84,2.736,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.72,1.2276,3
Dollar Cutters,Street Handout,131.46,3.72,1.3392,3
Super Duper Savers,"Sunday Paper, Radio",80.0,7.83,2.6622,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,5.13,2.1033,3
Weekend Markdown,Sunday Paper,133.6,4.36,1.4388,2
Price Smashers,Product Attachment,138.23,10.92,3.3852,3
Savings Galore,Street Handout,138.53,4.2,1.68,3
Unbeatable Price Savers,Bulk Mail,66.78,2.8,1.12,2
Weekend Markdown,"Daily Paper, Radio",69.63,2.64,1.32,3
Pick Your Savings,In-Store Coupon,83.51,4.68,1.404,2
Weekend Markdown,"Daily Paper, Radio",69.63,1.65,0.528,3
Price Smashers,Product Attachment,138.23,2.2,0.88,4
Dimes Off,"Daily Paper, Radio",131.58,2.48,0.992,2
Bye Bye Baby,Radio,90.58,4.6,2.024,4
Weekend Markdown,"Daily Paper, Radio",69.63,2.48,0.9424,2
Unbeatable Price Savers,Bulk Mail,66.78,7.83,2.5839,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,6.84,2.6676,4
Weekend Markdown,"Daily Paper, Radio",69.63,11.01,3.4131,3
Weekend Markdown,"Daily Paper, Radio",69.63,8.76,3.5916,4
Weekend Markdown,"Daily Paper, Radio",69.63,7.02,2.6676,3
Double Down Sale,Street Handout,59.19,3.93,1.6899,3
Weekend Markdown,Sunday Paper,133.6,7.02,3.2292,3
Weekend Markdown,"Daily Paper, Radio",69.63,3.87,1.3545,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,4.6,1.886,4
Super Savers,In-Store Coupon,134.66,7.83,3.6018,3
Unbeatable Price Savers,Bulk Mail,66.78,2.48,1.1656,2
Big Promo,Cash Register Handout,123.88,4.56,1.9152,2
Big Time Savings,In-Store Coupon,135.8,2.58,0.903,2
Weekend Markdown,"Daily Paper, Radio",69.63,6.84,2.8044,3
Big Promo,Radio,98.52,3.52,1.6896,4
Two for One,"Daily Paper, Radio, TV",57.52,6.84,2.5308,4
Savings Galore,"Sunday Paper, Radio",136.57,9.36,4.3056,4
Sales Days,Bulk Mail,116.74,5.1,1.785,3
Go For It,"Daily Paper, Radio, TV",100.55,7.28,2.8392,2
Sales Days,Bulk Mail,116.74,6.54,3.27,3
Super Duper Savers,Daily Paper,100.91,4.94,1.5314,2
Big Time Discounts,In-Store Coupon,59.4,4.2,1.68,3
Super Duper Savers,Daily Paper,100.91,6.84,2.3256,3
Two for One,"Daily Paper, Radio, TV",57.52,9.36,4.3056,4
Wallet Savers,"Sunday Paper, Radio, TV",79.95,3.42,1.3338,2
Sales Days,Bulk Mail,116.74,4.56,1.7784,2
Two for One,"Daily Paper, Radio, TV",57.52,4.36,1.7004,2
Two for One,Bulk Mail,86.42,2.2,0.946,4
One Day Sale,In-Store Coupon,93.07,11.01,4.7343,3
Green Light Days,Street Handout,133.42,5.1,1.581,3
Price Destroyers,"Daily Paper, Radio",62.26,6.57,2.8908,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,3.87,1.7802,3
Double Down Sale,"Daily Paper, Radio",62.67,5.16,1.9608,4
Super Savers,"Sunday Paper, Radio",64.99,10.9,4.796,5
Sales Days,Bulk Mail,116.74,4.38,1.7958,2
Two for One,"Daily Paper, Radio, TV",57.52,3.42,1.2654,2
Wallet Savers,"Sunday Paper, Radio, TV",79.95,8.72,3.488,4
Savings Galore,"Sunday Paper, Radio",136.57,9.36,3.8376,4
Super Duper Savers,Daily Paper,100.91,7.34,3.1562,2
Tip Top Savings,Bulk Mail,106.66,8.72,3.8368,4
Green Light Days,Street Handout,133.42,4.38,1.533,2
Big Time Discounts,In-Store Coupon,59.4,3.93,1.3755,3
Big Time Discounts,In-Store Coupon,59.4,3.93,1.9257,3
Tip Top Savings,Bulk Mail,106.66,3.66,1.3176,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,5.13,1.8468,3
Double Down Sale,"Daily Paper, Radio",62.67,6.84,2.1204,3
Green Light Days,Street Handout,133.42,5.1,2.295,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,4.94,1.9266,2
Savings Galore,"Sunday Paper, Radio",136.57,9.88,3.6556,4
Big Time Discounts,In-Store Coupon,59.4,9.88,3.1616,4
Go For It,Street Handout,97.45,3.52,1.408,4
Save-It Sale,"Daily Paper, Radio, TV",89.37,6.84,2.4624,3
Big Time Discounts,In-Store Coupon,59.4,10.92,3.9312,3
One Day Sale,In-Store Coupon,93.07,5.24,1.9388,4
Sales Days,Bulk Mail,116.74,6.54,2.1582,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,2.2,0.858,4
Super Savers,"Sunday Paper, Radio",64.99,10.44,3.132,4
Two for One,"Daily Paper, Radio, TV",57.52,3.84,1.3056,4
Wallet Savers,"Sunday Paper, Radio, TV",79.95,4.94,2.4206,2
Sales Days,Bulk Mail,116.74,7.41,3.4086,3
Sales Days,Bulk Mail,116.74,5.24,1.9388,4
Double Down Sale,"Daily Paper, Radio",62.67,10.92,4.5864,3
Super Savers,"Sunday Paper, Radio",64.99,4.6,1.978,4
One Day Sale,In-Store Coupon,93.07,2.8,0.896,2
Savings Galore,"Sunday Paper, Radio",136.57,10.44,3.5496,4
Sales Days,Bulk Mail,116.74,4.2,1.302,3
Tip Top Savings,Bulk Mail,106.66,9.88,4.1496,4
One Day Sale,In-Store Coupon,93.07,14.68,5.872,4
Sales Days,Bulk Mail,116.74,1.65,0.5775,3
Tip Top Savings,Bulk Mail,106.66,3.52,1.2672,4
Double Down Sale,"Daily Paper, Radio",62.67,5.16,2.4252,4
Two for One,"Daily Paper, Radio, TV",57.52,13.05,6.003,5
Savings Galore,"Sunday Paper, Radio",136.57,5.1,2.346,3
Super Duper Savers,Daily Paper,100.91,6.2,1.922,5
Green Light Days,Street Handout,133.42,3.52,1.1616,4
Savings Galore,"Sunday Paper, Radio",136.57,18.35,7.5235,5
Wallet Savers,"Sunday Paper, Radio, TV",79.95,3.87,1.4319,3
Price Destroyers,"Daily Paper, Radio",62.26,3.87,1.3158,3
Price Winners,Cash Register Handout,95.21,11.01,4.2939,3
Super Duper Savers,Daily Paper,100.91,7.83,3.6801,3
Super Savers,"Sunday Paper, Radio",64.99,10.44,4.4892,4
Big Time Discounts,In-Store Coupon,59.4,3.87,1.3932,3
Price Winners,"Daily Paper, Radio",114.6,2.2,1.012,4
Wallet Savers,"Sunday Paper, Radio, TV",79.95,2.58,0.9288,2
Savings Galore,"Sunday Paper, Radio",136.57,7.41,3.1863,3
Savings Galore,"Sunday Paper, Radio",136.57,6.57,2.628,3
One Day Sale,In-Store Coupon,93.07,5.1,1.887,3
One Day Sale,In-Store Coupon,93.07,2.58,1.2384,2
Weekend Markdown,Street Handout,53.37,9.36,3.9312,4
Price Savers,Cash Register Handout,128.2,4.96,1.488,4
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,2.64,1.2144,3
Save-It Sale,Daily Paper,81.79,7.41,2.964,3
Sale Winners,In-Store Coupon,147.35,4.38,1.971,2
Save-It Sale,Daily Paper,81.79,2.64,1.0296,3
High Roller Savings,Daily Paper,101.84,9.88,4.94,4
You Save Days,Bulk Mail,131.81,8.76,3.5916,4
Big Time Discounts,"Daily Paper, Radio, TV",146.41,5.6,2.408,4
Dollar Cutters,Bulk Mail,141.26,8.72,3.6624,4
Super Savers,"Sunday Paper, Radio",64.76,2.2,1.056,4
Two for One,Daily Paper,68.97,5.6,2.128,4
You Save Days,Bulk Mail,131.81,6.54,2.616,3
Price Destroyers,TV,135.92,4.94,2.3712,2
Price Savers,Cash Register Handout,128.2,4.94,1.5314,2
Savings Galore,"Sunday Paper, Radio, TV",61.65,5.6,2.016,4
Double Down Sale,Daily Paper,55.96,3.93,1.9257,3
Dollar Days,Sunday Paper,143.04,9.88,4.7424,4
High Roller Savings,Daily Paper,101.84,4.96,1.984,4
Saving Days,Product Attachment,83.26,3.66,1.1346,3
Save-It Sale,Daily Paper,81.79,7.28,3.4216,2
Saving Days,Product Attachment,83.26,4.36,1.9184,2
Saving Days,Product Attachment,83.26,6.84,2.5308,4
Pick Your Savings,Radio,147.17,6.54,3.27,3
Best Savings,"Daily Paper, Radio, TV",53.82,8.72,3.1392,4
Save-It Sale,Daily Paper,81.79,8.72,3.2264,4
Save-It Sale,Daily Paper,81.79,5.22,2.349,2
Price Winners,"Sunday Paper, Radio",122.51,6.8,2.516,4
Weekend Markdown,Street Handout,53.37,5.13,2.4111,3
Weekend Markdown,Street Handout,53.37,8.76,3.4164,4
High Roller Savings,Daily Paper,101.84,7.41,2.3712,3
Double Down Sale,Daily Paper,55.96,4.6,1.794,4
Double Down Sale,Daily Paper,55.96,9.36,3.5568,4
You Save Days,Bulk Mail,131.81,3.72,1.6368,3
Super Savers,"Sunday Paper, Radio",64.76,7.41,2.2971,3
Price Winners,"Sunday Paper, Radio",122.51,18.35,6.606,5
High Roller Savings,Daily Paper,101.84,5.24,2.4628,4
High Roller Savings,Daily Paper,101.84,9.88,4.3472,4
Dollar Days,Sunday Paper,143.04,2.8,1.204,2
High Roller Savings,Daily Paper,101.84,6.8,2.992,4
Pick Your Savings,Radio,147.17,1.65,0.627,3
Price Winners,"Sunday Paper, Radio",122.51,4.56,1.824,2
Price Winners,"Sunday Paper, Radio",122.51,6.1,2.318,5
High Roller Savings,Daily Paper,101.84,4.2,1.638,3
Two for One,Daily Paper,68.97,4.6,2.162,4
High Roller Savings,Daily Paper,101.84,9.88,4.446,4
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,9.88,4.8412,4
Save-It Sale,Daily Paper,81.79,3.4,1.156,2
High Roller Savings,Daily Paper,101.84,4.88,1.952,4
High Roller Savings,Daily Paper,101.84,10.44,4.698,4
Two for One,Daily Paper,68.97,6.84,2.4624,4
High Roller Savings,Daily Paper,101.84,11.01,4.5141,3
Fantastic Discounts,Radio,137.46,1.92,0.6336,2
Price Savers,Cash Register Handout,128.2,11.01,3.6333,3
Price Cutters,Product Attachment,129.2,5.1,2.244,3
Price Cutters,Product Attachment,129.2,6.57,2.2338,3
Price Cutters,Product Attachment,129.2,3.66,1.281,3
Sales Galore,TV,106.16,3.42,1.4022,2
Price Cutters,Product Attachment,129.2,5.16,2.3736,4
High Roller Savings,"Sunday Paper, Radio, TV",95.55,2.2,0.726,4
Saving Days,"Sunday Paper, Radio, TV",67.11,7.83,3.132,3
Shelf Emptiers,Bulk Mail,117.86,1.65,0.8085,3
Save-It Sale,Daily Paper,81.79,3.66,1.281,3
Two Day Sale,Sunday Paper,126.88,2.62,1.179,2
Price Cutters,Product Attachment,129.2,4.88,1.5128,4
You Save Days,Bulk Mail,131.81,5.75,2.76,5
You Save Days,Bulk Mail,131.81,3.93,1.7685,3
Two Day Sale,Sunday Paper,126.88,6.54,2.7468,3
Big Time Savings,Daily Paper,77.32,3.87,1.3545,3
Shelf Emptiers,Bulk Mail,117.86,4.68,1.872,2
Best Savings,"Daily Paper, Radio, TV",53.82,2.64,1.0296,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,5.1,2.04,3
Best Savings,"Daily Paper, Radio, TV",53.82,5.1,1.581,3
Pick Your Savings,Sunday Paper,67.25,4.88,1.708,4
Price Cutters,Product Attachment,129.2,4.94,2.47,2
Pick Your Savings,Sunday Paper,67.25,7.41,3.0381,3
Sales Galore,TV,106.16,10.95,3.6135,5
Best Savings,"Daily Paper, Radio, TV",53.82,2.2,1.012,4
Two Day Sale,"Daily Paper, Radio",112.52,4.56,1.368,2
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,3.45,1.242,3
Big Promo,"Sunday Paper, Radio, TV",117.04,6.84,2.3256,3
Best Savings,"Daily Paper, Radio, TV",53.82,7.41,2.7417,3
Save-It Sale,Daily Paper,81.79,1.65,0.5445,3
Price Cutters,Product Attachment,129.2,2.2,0.792,4
Save-It Sale,Daily Paper,81.79,4.94,1.729,2
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,7.28,2.6208,2
Bye Bye Baby,"Daily Paper, Radio, TV",58.16,5.6,2.128,4
Fantastic Discounts,Radio,137.46,5.24,2.4104,4
Price Cutters,Product Attachment,129.2,10.92,3.7128,3
Pick Your Savings,Sunday Paper,67.25,4.88,2.3912,4
You Save Days,Bulk Mail,131.81,4.68,1.4508,2
One Day Sale,"Daily Paper, Radio, TV",85.88,3.84,1.3824,4
Mystery Sale,"Daily Paper, Radio",68.84,5.6,2.24,4
Price Cutters,Product Attachment,129.2,5.6,2.24,4
High Roller Savings,Daily Paper,101.84,2.58,0.7998,2
Big Promo,"Sunday Paper, Radio, TV",117.04,2.58,1.1352,2
One Day Sale,"Daily Paper, Radio, TV",85.88,5.6,2.632,4
You Save Days,Bulk Mail,131.81,3.93,1.3755,3
Two Day Sale,"Daily Paper, Radio",149.75,3.93,1.3755,3
Two Day Sale,"Daily Paper, Radio",149.75,7.83,3.915,3
Price Savers,Cash Register Handout,128.2,8.76,3.8544,4
Price Savers,In-Store Coupon,81.85,8.72,4.0112,4
High Roller Savings,TV,72.61,7.28,3.0576,2
Weekend Markdown,Street Handout,117.4,7.41,3.4827,3
Shelf Clearing Days,"Daily Paper, Radio",76.41,5.24,1.7292,4
Super Wallet Savers,Cash Register Handout,140.19,6.57,3.285,3
Price Destroyers,Radio,112.49,2.2,0.726,4
Green Light Days,Cash Register Handout,139.19,5.16,1.7028,4
Weekend Markdown,Daily Paper,140.57,5.13,1.6416,3
Money Savers,Cash Register Handout,53.01,4.94,2.1242,2
Saving Days,"Daily Paper, Radio",118.36,6.84,3.3516,3
Go For It,Product Attachment,119.3,9.88,4.2484,4
Super Wallet Savers,Cash Register Handout,140.19,14.68,4.5508,4
One Day Sale,"Daily Paper, Radio, TV",117.29,1.65,0.7425,3
Price Destroyers,Radio,112.49,9.88,3.7544,4
Saving Days,"Daily Paper, Radio",118.36,2.8,0.952,2
Free For All,"Sunday Paper, Radio",126.24,2.88,1.1232,3
You Save Days,TV,108.22,2.64,0.9768,3
Sale Winners,Product Attachment,137.7,7.28,2.7664,2
Saving Days,"Daily Paper, Radio",118.36,3.52,1.1616,4
Saving Days,"Daily Paper, Radio",118.36,8.72,3.1392,4
Weekend Markdown,Daily Paper,140.57,9.36,2.9952,4
Green Light Days,Cash Register Handout,139.19,3.93,1.2969,3
Free For All,"Sunday Paper, Radio",126.24,7.41,2.5935,3
Money Savers,Cash Register Handout,53.01,4.96,1.5376,4
One Day Sale,"Daily Paper, Radio, TV",117.29,6.54,2.4198,3
Free For All,Daily Paper,52.06,2.62,0.8384,2
Green Light Days,Cash Register Handout,139.19,3.72,1.5252,3
Wallet Savers,"Daily Paper, Radio, TV",53.13,3.87,1.8963,3
Sale Winners,Product Attachment,137.7,2.2,0.726,4
Price Destroyers,Sunday Paper,121.44,3.72,1.5252,3
Super Wallet Savers,Cash Register Handout,140.19,7.41,3.705,3
Super Wallet Savers,Cash Register Handout,140.19,1.65,0.627,3
Super Wallet Savers,Cash Register Handout,140.19,5.22,1.8792,2
Free For All,"Sunday Paper, Radio",126.24,3.66,1.6104,3
Saving Days,"Daily Paper, Radio",118.36,2.88,1.1232,3
You Save Days,TV,108.22,4.94,2.2724,2
Super Wallet Savers,Cash Register Handout,140.19,4.94,1.8278,2
High Roller Savings,TV,72.61,7.41,2.5194,3
Free For All,Daily Paper,52.06,3.45,1.725,3
You Save Days,TV,108.22,5.13,2.2572,3
Free For All,Daily Paper,52.06,10.44,4.0716,4
Free For All,Daily Paper,52.06,3.72,1.1532,3
Weekend Markdown,Street Handout,117.4,4.94,2.0748,2
Price Savers,Product Attachment,62.27,6.8,2.448,4
High Roller Savings,TV,72.61,1.65,0.594,3
Price Savers,Product Attachment,62.27,5.22,1.9314,2
Free For All,"Sunday Paper, Radio",126.24,11.4,5.016,5
You Save Days,TV,108.22,3.66,1.281,3
Price Slashers,Sunday Paper,67.2,18.35,8.074,5
Price Destroyers,Sunday Paper,121.44,2.3,1.058,2
Green Light Days,Cash Register Handout,139.19,5.13,1.6416,3
Price Slashers,Sunday Paper,67.2,14.68,4.9912,4
Go For It,"Daily Paper, Radio",67.01,3.93,1.4934,3
You Save Days,TV,108.22,1.65,0.693,3
Unbeatable Price Savers,Product Attachment,124.36,3.66,1.281,3
Free For All,Daily Paper,52.06,4.2,1.974,3
Price Destroyers,Sunday Paper,121.44,3.87,1.2384,3
Saving Days,"Daily Paper, Radio",118.36,9.12,2.9184,4
Free For All,Daily Paper,52.06,4.56,2.052,2
Money Savers,Cash Register Handout,53.01,3.52,1.2672,4
Price Destroyers,Radio,112.49,1.92,0.6144,2
Saving Days,"Daily Paper, Radio",118.36,5.13,2.052,3
Go For It,"Daily Paper, Radio",67.01,7.0,2.52,5
Weekend Markdown,Daily Paper,140.57,7.34,3.3764,2
Sales Galore,"Daily Paper, Radio",109.03,1.76,0.6864,2
Bag Stuffers,"Daily Paper, Radio",117.93,4.38,1.9272,2
Go For It,Radio,73.02,4.68,1.8252,2
Coupon Spectacular,Daily Paper,90.58,3.4,1.462,2
Big Promo,"Sunday Paper, Radio, TV",70.98,7.34,3.4498,2
Save-It Sale,In-Store Coupon,52.42,7.28,2.8392,2
Go For It,Radio,73.02,1.24,0.496,1
Free For All,Product Attachment,121.8,1.7,0.816,1
Shelf Clearing Days,Sunday Paper,106.1,6.54,2.0928,3
Shelf Clearing Days,Sunday Paper,106.1,6.84,3.3516,4
Money Savers,"Sunday Paper, Radio, TV",82.61,5.16,1.6512,4
Shelf Clearing Days,In-Store Coupon,109.21,9.88,3.8532,4
Green Light Special,In-Store Coupon,123.02,4.2,1.512,3
Sales Days,Daily Paper,62.71,3.4,1.258,2
Money Savers,"Sunday Paper, Radio, TV",82.61,4.88,1.8056,4
Price Cutters,Cash Register Handout,145.52,7.83,3.6018,3
Mystery Sale,Bulk Mail,84.97,1.92,0.6912,2
Super Duper Savers,Cash Register Handout,129.5,9.88,3.5568,4
Price Destroyers,"Daily Paper, Radio, TV",58.27,3.66,1.098,3
Shelf Clearing Days,Sunday Paper,106.1,2.3,1.012,2
Three for One,Sunday Paper,118.25,4.2,1.89,3
Shelf Clearing Days,Sunday Paper,106.1,10.92,4.2588,3
Free For All,Radio,140.9,3.45,1.6215,3
High Roller Savings,"Daily Paper, Radio, TV",68.15,7.34,3.3764,2
Save-It Sale,"Daily Paper, Radio",64.84,7.41,2.5194,3
Green Light Special,In-Store Coupon,123.02,7.34,2.569,2
High Roller Savings,"Daily Paper, Radio, TV",68.15,9.88,3.1616,4
Price Destroyers,"Sunday Paper, Radio",115.05,9.88,4.2484,4
Go For It,Radio,105.74,7.02,2.9484,3
Price Cutters,Cash Register Handout,145.52,3.84,1.4208,4
Price Slashers,"Sunday Paper, Radio, TV",86.21,2.88,0.9504,3
Shelf Clearing Days,Sunday Paper,106.1,4.56,1.6416,2
Coupon Spectacular,TV,51.47,9.36,2.9016,4
Price Slashers,"Sunday Paper, Radio, TV",86.21,11.01,4.8444,3
Save-It Sale,"Daily Paper, Radio",64.84,5.24,1.6768,4
Dollar Cutters,TV,66.18,3.93,1.2183,3
Save-It Sale,"Daily Paper, Radio",64.84,5.16,2.1672,4
Super Duper Savers,Cash Register Handout,129.5,4.88,2.2448,4
Money Savers,"Sunday Paper, Radio, TV",82.61,3.72,1.1904,3
Price Cutters,Cash Register Handout,145.52,3.4,1.496,2
Money Savers,"Sunday Paper, Radio, TV",82.61,7.34,3.0828,2
Shelf Clearing Days,Sunday Paper,106.1,2.62,1.1004,2
Shelf Clearing Days,Sunday Paper,106.1,3.66,1.3908,3
Price Slashers,"Sunday Paper, Radio, TV",86.21,3.52,1.4784,4
Free For All,Radio,140.9,11.01,5.1747,3
Money Savers,"Sunday Paper, Radio, TV",82.61,8.76,4.1172,4
Super Duper Savers,Cash Register Handout,129.5,1.92,0.8832,2
Two for One,Product Attachment,106.2,9.88,3.6556,4
Super Duper Savers,Cash Register Handout,129.5,3.93,1.8864,3
Super Wallet Savers,"Daily Paper, Radio",109.14,10.9,4.578,5
Dollar Cutters,TV,66.18,5.24,2.5152,4
Shelf Clearing Days,Sunday Paper,106.1,14.56,4.8048,4
Shelf Clearing Days,Sunday Paper,106.1,2.88,1.2672,3
Super Savers,"Sunday Paper, Radio, TV",124.56,1.92,0.8832,2
You Save Days,In-Store Coupon,95.25,4.36,1.7004,2
Pick Your Savings,Daily Paper,57.51,1.65,0.5445,3
Green Light Special,Cash Register Handout,127.19,2.18,0.6758,1
I Cant Believe It Sale,"Daily Paper, Radio",115.85,0.96,0.4224,1
Price Cutters,Radio,133.99,2.18,1.0246,1
Big Time Savings,"Daily Paper, Radio, TV",120.67,4.94,1.9266,2
Unbeatable Price Savers,"Sunday Paper, Radio",78.45,4.38,1.314,2
Big Time Savings,Radio,53.45,1.56,0.4836,3
Bag Stuffers,"Daily Paper, Radio",126.62,6.75,2.97,3
Bag Stuffers,"Daily Paper, Radio",126.62,9.0,4.41,4
Cash Register Lottery,"Daily Paper, Radio",59.86,2.37,0.8769,3
I Cant Believe It Sale,Product Attachment,69.47,5.92,2.1904,2
Bag Stuffers,"Daily Paper, Radio",126.62,4.86,2.187,3
High Roller Savings,"Daily Paper, Radio",84.16,3.16,1.0744,4
Bag Stuffers,"Daily Paper, Radio",126.62,5.92,2.368,2
I Cant Believe It Sale,Product Attachment,69.47,8.88,3.8184,3
Price Slashers,"Sunday Paper, Radio, TV",54.11,14.8,6.956,5
High Roller Savings,"Daily Paper, Radio",84.16,11.84,4.4992,4
Bag Stuffers,Product Attachment,82.62,4.86,1.8954,3
Bag Stuffers,Product Attachment,82.62,1.56,0.6864,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.37,0.7584,3
Free For All,Product Attachment,143.83,2.37,1.0665,3
Cash Register Lottery,"Daily Paper, Radio",59.86,4.86,1.8468,3
Bag Stuffers,"Daily Paper, Radio",126.62,8.88,3.0192,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.37,0.7347,3
Double Down Sale,TV,95.74,11.84,4.736,4
Two for One,Product Attachment,59.83,1.56,0.4836,3
Saving Days,Street Handout,67.31,4.86,1.944,3
Double Down Sale,TV,95.74,8.88,4.1736,3
Dollar Days,"Daily Paper, Radio",138.81,2.08,0.9152,4
Saving Days,Street Handout,67.31,1.56,0.5616,3
Weekend Markdown,In-Store Coupon,73.05,11.84,5.6832,4
Super Duper Savers,Daily Paper,91.0,1.56,0.5148,3
Three for One,Product Attachment,122.47,8.88,3.3744,3
Dollar Cutters,"Sunday Paper, Radio",136.74,8.88,3.3744,3
Bag Stuffers,Daily Paper,70.32,3.24,1.4904,2
Free For All,In-Store Coupon,109.06,8.88,4.3512,3
Two Day Sale,Radio,91.28,3.16,1.2324,4
Bye Bye Baby,Radio,90.58,2.37,1.1139,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,11.84,4.0256,4
Best Savings,Street Handout,114.01,6.75,2.43,3
Weekend Markdown,"Daily Paper, Radio",69.63,8.88,3.8184,3
Bye Bye Baby,Radio,90.58,1.04,0.3536,2
Shelf Clearing Days,Radio,99.77,1.58,0.7584,2
Two Day Sale,Radio,91.28,1.04,0.4472,2
Weekend Markdown,Sunday Paper,133.6,2.08,0.6656,4
Weekend Markdown,"Daily Paper, Radio",69.63,2.37,1.0191,3
Weekend Markdown,Sunday Paper,133.6,3.95,1.264,5
Weekend Markdown,"Daily Paper, Radio",69.63,1.56,0.4992,3
Weekend Markdown,"Daily Paper, Radio",69.63,3.16,1.2956,4
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.86,1.9926,3
Savings Galore,Street Handout,138.53,6.75,3.105,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,9.0,3.96,4
Pick Your Savings,In-Store Coupon,83.51,8.88,3.9072,3
Pick Your Savings,In-Store Coupon,83.51,9.0,4.05,4
Green Light Days,Street Handout,133.42,2.08,0.8112,4
One Day Sale,In-Store Coupon,93.07,6.75,2.3625,3
Two for One,Bulk Mail,86.42,1.56,0.5772,3
Big Time Discounts,In-Store Coupon,59.4,2.37,1.1613,3
Sales Days,Bulk Mail,116.74,4.5,1.8,2
One Day Sale,In-Store Coupon,93.07,4.86,1.6524,3
One Day Sale,In-Store Coupon,93.07,2.37,1.0191,3
Big Time Discounts,In-Store Coupon,59.4,9.0,4.23,4
Big Time Discounts,In-Store Coupon,59.4,8.88,3.0192,3
One Day Sale,In-Store Coupon,93.07,6.75,2.7675,3
Two for One,"Daily Paper, Radio, TV",57.52,2.37,0.9006,3
Go For It,"Daily Paper, Radio, TV",100.55,6.75,2.6325,3
Savings Galore,"Sunday Paper, Radio",136.57,1.04,0.4264,2
Super Savers,"Sunday Paper, Radio",64.99,2.37,1.0665,3
Price Destroyers,"Daily Paper, Radio",62.26,1.58,0.5214,2
Big Time Discounts,In-Store Coupon,59.4,9.0,2.97,4
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,11.84,3.6704,4
Weekend Markdown,Street Handout,53.37,6.75,3.3075,3
Big Time Discounts,"Daily Paper, Radio, TV",146.41,8.88,3.8184,3
Dollar Cutters,Bulk Mail,141.26,3.24,1.4904,2
Weekend Markdown,Street Handout,53.37,6.48,2.268,4
Save-It Sale,Daily Paper,81.79,2.37,0.7821,3
Save-It Sale,Daily Paper,81.79,6.75,2.3625,3
Saving Days,Product Attachment,83.26,4.86,2.2356,3
Price Savers,Cash Register Handout,128.2,4.86,1.6524,3
You Save Days,Bulk Mail,131.81,14.8,5.92,5
Big Time Savings,Daily Paper,77.32,6.75,2.6325,3
Two Day Sale,Sunday Paper,126.88,8.88,2.7528,3
Mystery Sale,"Daily Paper, Radio",68.84,4.86,1.7496,3
High Roller Savings,Daily Paper,101.84,9.0,3.42,4
Two Day Sale,Sunday Paper,126.88,4.86,1.8468,3
Price Cutters,Product Attachment,129.2,6.75,2.565,3
Sales Galore,TV,106.16,2.37,1.0902,3
High Roller Savings,"Sunday Paper, Radio, TV",95.55,6.75,3.105,3
